date,county,year,T_day,T_night,T_avg
2021-06-25,Covington,2021,29.192745201434345,20.97359347535685,25.903222948745032
2021-06-25,Buena Vista,2021,27.66182667157858,20.593697427396112,24.741514704979465
2021-06-25,Lexington,2021,29.93756941139143,20.480725051562786,26.002382992225957
2021-06-25,Galax,2021,27.43148343594257,18.04121591908534,22.861713221601516
2021-06-25,Norton,2021,25.54413996672573,19.017804969677485,23.147012216104645
2021-06-25,Radford,2021,28.02471624447128,19.010043425814256,23.97129766949155
2021-06-25,Danville,2021,36.76551093289894,22.297885874079448,31.09244283459469
2021-06-25,Martinsville,2021,29.401352074966574,21.587054229457745,25.320597014925397
2021-06-25,Salem,2021,31.89268008009657,21.202840547509354,26.875501488862195
2021-06-25,Roanoke,2021,33.3265245135239,22.135203256602697,28.59879901065238
2021-06-25,Bristol,2021,30.91340188926302,20.2341816311261,24.817495947125607
2021-06-25,Russell,2021,27.892334542033623,18.903158988884208,21.41942047933191
2021-06-25,Buchanan,2021,27.955615677974983,19.72281497988045,22.950231570977937
2021-06-25,Alleghany,2021,23.88736289552822,19.21864989575753,22.673755780841955
2021-06-25,Patrick,2021,24.48827376759244,17.68156357429917,19.37771653396899
2021-06-25,Grayson,2021,22.882744439273573,16.444898245442147,18.486686946330405
2021-06-25,Wythe,2021,25.87008018540865,16.824886745780827,20.821233991305377
2021-06-25,Carroll,2021,24.266204106111783,16.810871733035167,18.82399812209928
2021-06-25,Bath,2021,23.016721743519017,18.769898635881283,21.829011892751037
2021-06-25,Smyth,2021,23.616166547445875,17.601949063572388,21.38415050313776
2021-06-25,Bland,2021,24.739392976714143,17.87666980856279,20.933070632133507
2021-06-25,Lee,2021,26.748429398295784,19.209280991224013,19.77367777913219
2021-06-25,Highland,2021,23.87211172814345,17.556496072120634,22.287778073438226
2021-06-25,Rockbridge,2021,25.3309061854713,19.1865613902381,22.994904312842937
2021-06-25,Dickenson,2021,26.01910105918556,19.024066146407293,22.49872155246787
2021-06-25,Wise,2021,25.576417569347896,18.81259504585132,21.664447057742297
2021-06-25,Montgomery,2021,25.973276677289988,18.062289568198004,22.895385465614613
2021-06-25,Floyd,2021,24.04007241588476,16.045282312979026,18.48801270945524
2021-06-25,Giles,2021,24.797497905041915,18.17324193689987,21.916007943351964
2021-06-25,Pulaski,2021,25.631451382990143,16.993199281411414,20.44701985353168
2021-06-25,Tazewell,2021,25.121263159318303,18.04770629029098,21.63859818195079
2021-06-25,Pittsylvania,2021,29.527493854393676,20.682813410558307,24.39601139924317
2021-06-25,Amherst,2021,26.805905362039866,20.65467066923397,24.43629726433725
2021-06-25,Bedford,2021,25.916306041717498,20.145248798757,23.692542547505152
2021-06-25,Campbell,2021,28.910545869554884,20.544035392951383,24.76297261444671
2021-06-25,Henry,2021,26.92792266979507,19.671194315818937,22.15347144213597
2021-06-25,Craig,2021,24.082033056004057,18.683931838694704,22.82138000009731
2021-06-25,Franklin,2021,25.63584279347511,19.624644222656567,22.93463038640896
2021-06-25,Roanoke,2021,26.141082742020306,19.532361363168427,23.854505955673392
