date,county,year,T_night
2024-08-12,Fairfax,2024,22.04590615799038
2024-08-12,Franklin,2024,19.667963795436997
2024-08-12,Richmond,2024,21.778980660261183
2024-08-19,Roanoke,2024,18.514483243861108
2024-08-19,Alleghany,2024,14.210427056692314
2024-08-19,Amherst,2024,15.99562953164461
2024-08-19,Franklin,2024,15.66853267894028
2024-08-19,Roanoke,2024,15.835672936309187
2024-08-19,Fairfax,2024,16.962127344844415
2024-08-19,Richmond,2024,15.26459142834149
2024-08-19,Accomack,2024,16.240156456636615
2024-08-19,Albemarle,2024,16.546769287134847
2024-08-19,Appomattox,2024,15.826981100093253
2024-08-19,Amelia,2024,15.704885541051258
2024-08-19,Fairfax,2024,17.20930683513209
2024-08-19,Franklin,2024,16.897746084686815
2024-08-19,Richmond,2024,17.284758438752412
2024-08-26,Roanoke,2024,23.118871572182123
2024-08-26,Alleghany,2024,20.68199769196298
2024-08-26,Amherst,2024,21.06046214180256
2024-08-26,Franklin,2024,20.940429786196912
2024-08-26,Roanoke,2024,21.559485515816977
2024-08-26,Fairfax,2024,22.684701684898805
2024-08-26,Richmond,2024,20.91478008559064
2024-08-26,Accomack,2024,20.80726130520136
2024-08-26,Albemarle,2024,20.67211250215895
2024-08-26,Appomattox,2024,21.59694907302962
2024-08-26,Amelia,2024,19.727939541973857
2024-08-26,Fairfax,2024,23.166385951661656
2024-08-26,Franklin,2024,21.479603634957492
2024-08-26,Richmond,2024,21.853298518799853
2024-09-02,Roanoke,2024,16.16934091837999
2024-09-02,Alleghany,2024,13.512932309684391
2024-09-02,Amherst,2024,15.122933801772096
2024-09-02,Franklin,2024,14.449837478991803
2024-09-02,Roanoke,2024,14.768325791566332
2024-09-02,Fairfax,2024,15.707917787534113
2024-09-02,Richmond,2024,15.688386169232004
2024-09-02,Accomack,2024,17.75367395446127
2024-09-02,Albemarle,2024,14.832025869824005
2024-09-02,Appomattox,2024,15.144768773672658
2024-09-02,Amelia,2024,14.997837750557052
2024-09-02,Fairfax,2024,16.200853035143798
2024-09-02,Franklin,2024,17.651328064578525
2024-09-02,Richmond,2024,18.137373661889097
2024-09-09,Roanoke,2024,15.48070500388809
2024-09-09,Alleghany,2024,13.200147163488047
2024-09-09,Amherst,2024,13.936343971917534
2024-09-09,Franklin,2024,14.371041189669992
2024-09-09,Roanoke,2024,14.369595351079258
2024-09-09,Fairfax,2024,16.852964275588302
2024-09-09,Richmond,2024,15.0326216525309
2024-09-09,Accomack,2024,16.534556351660395
2024-09-09,Albemarle,2024,14.212461983955256
2024-09-09,Appomattox,2024,13.576969516394948
2024-09-09,Amelia,2024,15.034733548551504
2024-09-09,Fairfax,2024,17.700131867443485
2024-09-09,Franklin,2024,16.4511666183295
2024-09-09,Richmond,2024,18.12972775350659
2024-09-16,Roanoke,2024,14.296853882929591
2024-09-16,Alleghany,2024,14.321402306955772
2024-09-16,Amherst,2024,14.305509401499355
2024-09-16,Franklin,2024,17.152729181130876
2024-09-16,Roanoke,2024,15.222602243696551
2024-09-16,Fairfax,2024,18.5074915965728
2024-09-16,Richmond,2024,18.638816692134117
2024-09-16,Accomack,2024,17.345196105687137
2024-09-16,Albemarle,2024,17.768041099266707
2024-09-16,Appomattox,2024,17.642517164616297
2024-09-16,Amelia,2024,18.759438097732613
2024-09-16,Fairfax,2024,20.339071111111135
2024-09-16,Franklin,2024,18.341310904872422
2024-09-16,Richmond,2024,20.39105579826784
2024-09-23,Roanoke,2024,14.158589346212109
2024-09-23,Alleghany,2024,14.32671320248162
2024-09-23,Amherst,2024,17.872249114401
2024-09-23,Franklin,2024,15.436294289453455
2024-09-23,Roanoke,2024,13.136862473542594
2024-09-23,Fairfax,2024,14.88760515272766
2024-09-23,Richmond,2024,17.603917792930115
2024-09-23,Accomack,2024,18.677969010909443
2024-09-23,Albemarle,2024,15.848134845035124
2024-09-23,Appomattox,2024,18.2154926924192
2024-09-23,Amelia,2024,17.51297014326478
2024-09-23,Fairfax,2024,NA
2024-09-23,Franklin,2024,18.77787558004643
2024-09-23,Richmond,2024,17.95105925254204
2024-09-30,Roanoke,2024,16.678803929339868
2024-09-30,Alleghany,2024,15.165568656573685
2024-09-30,Amherst,2024,15.974613770598411
2024-09-30,Franklin,2024,15.38007875959367
2024-09-30,Roanoke,2024,15.573233066937387
2024-09-30,Fairfax,2024,16.409882369585045
2024-09-30,Richmond,2024,15.661687043971869
2024-09-30,Accomack,2024,17.115698503590156
2024-09-30,Albemarle,2024,15.005640451196252
2024-09-30,Appomattox,2024,16.873360268058093
2024-09-30,Amelia,2024,16.537737695355748
2024-09-30,Fairfax,2024,16.976473720478637
2024-09-30,Franklin,2024,17.565419808584718
2024-09-30,Richmond,2024,16.97987695127874
2024-10-07,Roanoke,2024,12.65360442422566
2024-10-07,Alleghany,2024,11.21595772402904
2024-10-07,Amherst,2024,12.195593136551002
2024-10-07,Franklin,2024,12.110158109808552
2024-10-07,Roanoke,2024,12.328852809105864
2024-10-07,Fairfax,2024,12.073193575101492
2024-10-07,Richmond,2024,12.283973120436546
2024-10-07,Accomack,2024,13.516072258174894
2024-10-07,Albemarle,2024,11.953586567491042
2024-10-07,Appomattox,2024,11.688464882864467
2024-10-07,Amelia,2024,11.604334654142493
2024-10-07,Fairfax,2024,12.419769028378154
2024-10-07,Franklin,2024,13.027741202629567
2024-10-07,Richmond,2024,14.048915357297991
2024-10-14,Roanoke,2024,7.064904241265951
2024-10-14,Alleghany,2024,7.351554119305882
2024-10-14,Amherst,2024,8.272012252756893
2024-10-14,Franklin,2024,7.925093926223028
2024-10-14,Roanoke,2024,7.484443111134548
2024-10-14,Fairfax,2024,8.142977227139424
2024-10-14,Richmond,2024,6.56582071492564
2024-10-14,Accomack,2024,10.286562223373174
2024-10-14,Albemarle,2024,8.289529714532932
2024-10-14,Appomattox,2024,8.22159397132011
2024-10-14,Amelia,2024,5.954007561688066
2024-10-14,Fairfax,2024,8.16036346551403
2024-10-14,Franklin,2024,8.819289636504282
