date,county,GEOID,T_day,T_night,T_avg
2022-06-25,Covington,51580,29.850522041763377,19.126786613232124,24.48865432749775
2022-06-25,Buena Vista,51530,29.325599373733674,19.367276355375473,24.346437864554577
2022-06-25,Lexington,51678,31.80656163731559,18.89181976836429,25.34919070283994
2022-06-25,Galax,51640,29.88154158115903,16.785262386396983,23.333401983778007
2022-06-25,Norton,51720,27.210681049750473,18.57428487092795,22.892482960339212
2022-06-25,Radford,51750,29.535797828709317,17.660284881383227,23.59804135504627
2022-06-25,Danville,51590,30.828634983480153,22.571342126459953,26.699988554970055
2022-06-25,Martinsville,51690,30.17723719429476,19.283849971639288,24.730543582967023
2022-06-25,Salem,51775,33.20968704739963,19.15268268597765,26.18118486668864
2022-06-25,Roanoke,51770,34.43982458753761,19.219719199818687,26.82977189367815
2022-06-25,Bristol,51520,30.56069584736253,19.062287292817715,24.811491570090123
2022-06-25,Russell,51167,26.773295184893172,18.318028364729997,22.545661774811585
2022-06-25,Buchanan,51027,25.775937566193143,18.251460637411583,22.013699101802363
2022-06-25,Alleghany,51005,25.998294063048597,18.396114212406744,22.19720413772767
2022-06-25,Patrick,51141,24.943873615169217,16.99273669199324,20.968305153581227
2022-06-25,Grayson,51077,23.212458541749935,15.871803721937834,19.542131131843885
2022-06-25,Wythe,51197,26.808837678197527,16.88713298248534,21.847985330341434
2022-06-25,Carroll,51035,25.154133114452694,16.299818454825555,20.726975784639123
2022-06-25,Bath,51017,24.970849557292272,17.389621848165753,21.180235702729014
2022-06-25,Smyth,51173,25.36807944561562,17.198002728548442,21.283041087082033
2022-06-25,Bland,51021,25.272702559329268,17.391404567566475,21.33205356344787
2022-06-25,Lee,51105,27.906671944854825,20.103312125765942,24.004992035310384
2022-06-25,Highland,51091,24.43695701901179,15.964559956820423,20.200758487916104
2022-06-25,Rockbridge,51163,26.475013792234034,18.88528579637446,22.68014979430425
2022-06-25,Dickenson,51051,25.93048924857443,19.1846572249219,22.55757323674816
2022-06-25,Wise,51195,25.62679251387653,19.15090373353109,22.38884812370381
2022-06-25,Montgomery,51121,27.26277774167935,18.216754870403452,22.739766306041403
2022-06-25,Floyd,51063,25.948760468950702,15.63552984202989,20.792145155490296
2022-06-25,Giles,51071,25.555492437090304,18.193585426628815,21.87453893185956
2022-06-25,Pulaski,51155,26.60917484354104,17.398684977177503,22.003929910359272
2022-06-25,Tazewell,51185,25.37990395865306,17.290692590411666,21.335298274532363
2022-06-25,Pittsylvania,51143,29.937086601957706,18.846328464207545,24.391707533082624
2022-06-25,Amherst,51009,26.76312905070313,19.04062334747178,22.901876199087457
2022-06-25,Bedford,51019,27.55533824826041,18.596149850624492,23.07574404944245
2022-06-25,Campbell,51031,28.253186749526687,19.750268209718385,24.001727479622534
2022-06-25,Henry,51089,28.594737887570936,18.186493344366145,23.390615615968542
2022-06-25,Craig,51045,25.108909773932236,18.492675912192453,21.800792843062347
2022-06-25,Franklin,51067,29.03609664513257,18.030584988166577,23.533340816649577
2022-06-25,Roanoke,51161,27.269401078352953,18.782599546248186,23.026000312300567
2022-06-25,Botetourt,51023,26.96331217406303,19.797212819539176,23.3802624968011
2022-06-25,Scott,51169,27.472462777886555,19.48347623333495,23.47796950561075
2022-06-25,Washington,51191,26.940951618158618,17.799459021386095,22.370205319772356
2022-06-25,Augusta,51015,26.160979026128302,17.54268505028466,21.85183203820648
2022-06-25,James City,51095,27.96960888996157,20.791386834515738,24.380497862238656
2022-06-25,Gloucester,51073,27.840258731508715,20.01664419081511,23.928451461161913
2022-06-25,Isle of Wight,51093,29.370330222989327,19.731111589689736,24.55072090633953
2022-06-25,York,51199,27.808079330417577,20.901903321712307,24.35499132606494
2022-06-25,Mathews,51115,27.592269402106822,20.516935369104928,24.054602385605875
2022-06-25,Stafford,51179,28.13808789187014,20.67153944136313,24.404813666616633
2022-06-25,Rappahannock,51157,25.484853998262643,18.531822366796504,22.008338182529577
2022-06-25,Fauquier,51061,27.840885494543876,19.289667052494774,23.565276273519324
2022-06-25,Prince William,51153,29.630046247040365,20.551093902936927,25.090570074988648
2022-06-25,Arlington,51013,33.74241271277162,22.993552851779857,28.36798278227574
2022-06-25,Fairfax,51059,31.224661360638965,21.67302925576315,26.448845308201054
2022-06-25,Loudoun,51107,29.219609353375475,19.822795162249108,24.52120225781229
2022-06-25,Culpeper,51047,28.456248128192303,19.18158214258471,23.818915135388508
2022-06-25,Warren,51187,26.60438727277638,20.20135223509717,23.402869753936773
2022-06-25,Spotsylvania,51177,28.14047751518163,20.029872877182825,24.085175196182227
2022-06-25,Clarke,51043,27.749226016838627,19.65229987570879,23.700762946273706
2022-06-25,Frederick,51069,27.99092979343551,18.773093411935054,23.38201160268528
2022-06-25,Surry,51181,27.09367584142392,19.944105724551783,23.518890782987853
2022-06-25,King and Queen,51097,28.950059759344818,19.67910197953058,24.314580869437695
2022-06-25,Middlesex,51119,28.31830915066845,20.073722695205145,24.1960159229368
2022-06-25,Essex,51057,28.94860444811049,19.776815959429364,24.36271020376993
2022-06-25,Northumberland,51133,28.47661948251443,20.21338062706331,24.34500005478887
2022-06-25,Orange,51137,27.53614504183503,19.14030747661724,23.338226259226136
2022-06-25,Madison,51113,25.720810715267348,18.424009270302708,22.072409992785023
2022-06-25,Lunenburg,51111,29.95210340771621,19.454070810388448,24.703087109052326
2022-06-25,Charlotte,51037,28.84247039906308,19.54509009651155,24.193780247787316
2022-06-25,Cumberland,51049,28.13079939461828,19.65938785102809,23.895093622823182
