date,county,year,T_avg
2021-01-29,Alleghany,2021,-3.6013463597951314
2021-01-29,Bedford,2021,0.9594194093151452
2021-01-29,Franklin,2021,0.29996926283472086
2021-01-29,Roanoke,2021,-0.7715196985721546
2021-01-29,Fairfax,2021,-0.4397304656092119
2021-01-29,Richmond,2021,0.9293436290101704
2021-01-29,Accomack,2021,0.38941496693823696
2021-01-29,Albemarle,2021,-1.7369492592750404
2021-01-29,Appomattox,2021,-1.3803496192419378
2021-01-29,Amelia,2021,-1.0483900877392154
2021-01-29,Fairfax,2021,-0.4635581459894272
2021-01-29,Franklin,2021,0.18988181554527553
2021-01-29,Richmond,2021,1.5348106525127378
2021-02-05,Roanoke,2021,2.0232549891801193
2021-02-05,Alleghany,2021,-3.127713901557107
2021-02-05,Bedford,2021,1.4932409904546038
2021-02-05,Franklin,2021,3.7337830588946415
2021-02-05,Roanoke,2021,0.42419706378256855
2021-02-05,Fairfax,2021,0.8669944394848905
2021-02-05,Richmond,2021,2.720312182642012
2021-02-05,Accomack,2021,4.080935102093931
2021-02-05,Albemarle,2021,0.5946102297060833
2021-02-05,Appomattox,2021,2.649174938583126
2021-02-05,Amelia,2021,2.5767054531111637
2021-02-05,Fairfax,2021,1.1359021406728094
2021-02-05,Franklin,2021,NA
2021-02-05,Richmond,2021,4.411012560957616
2021-02-12,Roanoke,2021,NA
2021-02-12,Alleghany,2021,-2.5601249681203515
2021-02-12,Bedford,2021,2.8421709430404014e-14
2021-02-12,Franklin,2021,-1.7083333333332955
2021-02-12,Roanoke,2021,NA
2021-02-12,Fairfax,2021,NA
2021-02-12,Richmond,2021,1.9926639966061304
2021-02-12,Accomack,2021,4.170657135088339
2021-02-12,Albemarle,2021,-0.9642366711030806
2021-02-12,Appomattox,2021,0.5652589600166015
2021-02-12,Amelia,2021,2.240003161952443
2021-02-12,Fairfax,2021,NA
2021-02-12,Franklin,2021,6.842718967517432
2021-02-12,Richmond,2021,4.260776130716786
2021-02-19,Roanoke,2021,7.766547706043859
2021-02-19,Alleghany,2021,6.430434587122309
2021-02-19,Bedford,2021,8.262240530748944
2021-02-19,Franklin,2021,8.688077796269555
2021-02-19,Roanoke,2021,8.529286023709117
2021-02-19,Fairfax,2021,7.472315495358608
2021-02-19,Richmond,2021,6.301684559381472
2021-02-19,Accomack,2021,6.892370746907834
2021-02-19,Albemarle,2021,8.38557302868781
2021-02-19,Appomattox,2021,8.091112922556139
2021-02-19,Amelia,2021,9.2797189838933
2021-02-19,Fairfax,2021,7.673839973689184
2021-02-19,Franklin,2021,10.27932497099771
2021-02-19,Richmond,2021,8.33983706663093
2021-02-26,Roanoke,2021,10.295922594789092
2021-02-26,Alleghany,2021,6.234302403334368
2021-02-26,Bedford,2021,9.01568861026468
2021-02-26,Franklin,2021,9.096729886403004
2021-02-26,Roanoke,2021,8.9376660505562
2021-02-26,Fairfax,2021,6.8359689925940685
2021-02-26,Richmond,2021,5.511452288555969
2021-02-26,Accomack,2021,6.5404408862896375
2021-02-26,Albemarle,2021,7.144916424518266
2021-02-26,Appomattox,2021,7.409218968990927
2021-02-26,Amelia,2021,7.208972213912905
2021-02-26,Fairfax,2021,8.040273758065554
2021-02-26,Franklin,2021,8.204304808949614
2021-02-26,Richmond,2021,8.759081027477746
2021-03-05,Roanoke,2021,8.357304472675862
2021-03-05,Alleghany,2021,4.713782534188948
2021-03-05,Bedford,2021,7.065104918798675
2021-03-05,Franklin,2021,7.27134899590356
2021-03-05,Roanoke,2021,5.881471989318649
2021-03-05,Fairfax,2021,4.9141367721870965
2021-03-05,Richmond,2021,4.318159508942685
2021-03-05,Accomack,2021,5.219900361891406
2021-03-05,Albemarle,2021,5.666493021775497
2021-03-05,Appomattox,2021,6.816493800501139
2021-03-05,Amelia,2021,6.939963672162246
2021-03-05,Fairfax,2021,5.090437574390809
2021-03-05,Franklin,2021,10.314726798143884
2021-03-05,Richmond,2021,10.691082116578553
2021-03-12,Roanoke,2021,NA
2021-03-12,Alleghany,2021,8.128058902275804
2021-03-12,Bedford,2021,15.176964303771904
2021-03-12,Franklin,2021,NA
2021-03-12,Roanoke,2021,NA
2021-03-12,Fairfax,2021,11.701704810877798
2021-03-12,Richmond,2021,11.268041946962278
2021-03-12,Accomack,2021,10.52185853978778
2021-03-12,Albemarle,2021,8.872312386360832
2021-03-12,Appomattox,2021,7.660000000000025
2021-03-12,Amelia,2021,6.250000000000028
2021-03-12,Fairfax,2021,13.758423228716437
2021-03-12,Franklin,2021,13.501364559164768
2021-03-12,Richmond,2021,11.63183346065702
2021-03-19,Roanoke,2021,12.080386990296816
2021-03-19,Alleghany,2021,9.637511983016555
2021-03-19,Bedford,2021,10.510417417766256
2021-03-19,Franklin,2021,10.199615948372402
2021-03-19,Roanoke,2021,10.145716886053174
2021-03-19,Fairfax,2021,10.820121707022002
2021-03-19,Richmond,2021,9.347019461336531
2021-03-19,Accomack,2021,10.112648624954254
2021-03-19,Albemarle,2021,10.015111398395645
2021-03-19,Appomattox,2021,9.872354138390843
2021-03-19,Amelia,2021,9.565436638037976
2021-03-19,Fairfax,2021,11.916681701434598
2021-03-19,Franklin,2021,9.823674840085326
2021-03-19,Richmond,2021,10.141745899440512
2021-03-26,Roanoke,2021,15.422629199162484
2021-03-26,Alleghany,2021,12.993457153409205
2021-03-26,Bedford,2021,12.881269287336265
2021-03-26,Franklin,2021,13.034339902915455
2021-03-26,Roanoke,2021,13.56627988157732
2021-03-26,Fairfax,2021,15.719984831957724
2021-03-26,Richmond,2021,16.444608987223152
2021-03-26,Accomack,2021,15.345097831086132
2021-03-26,Albemarle,2021,14.79013922817083
2021-03-26,Appomattox,2021,14.270931208063727
2021-03-26,Amelia,2021,15.540484140233769
2021-03-26,Fairfax,2021,16.252239553968572
2021-03-26,Franklin,2021,19.067368764501182
2021-03-26,Richmond,2021,18.522626849084094
2021-04-02,Roanoke,2021,14.118277439608011
2021-04-02,Alleghany,2021,15.468372140859366
2021-04-02,Bedford,2021,14.639713350729927
2021-04-02,Franklin,2021,15.44360930413204
2021-04-02,Roanoke,2021,16.100840694850312
2021-04-02,Fairfax,2021,13.521303293217668
2021-04-02,Richmond,2021,13.537361870365237
2021-04-02,Accomack,2021,13.42524599190712
2021-04-02,Albemarle,2021,15.46223040664067
2021-04-02,Appomattox,2021,15.53589826304216
2021-04-02,Amelia,2021,14.08534303211736
2021-04-02,Fairfax,2021,13.780934034955855
2021-04-02,Franklin,2021,17.322341816512015
2021-04-02,Richmond,2021,16.4209435438543
2021-04-09,Roanoke,2021,18.14707231963712
2021-04-09,Alleghany,2021,14.916264123869368
2021-04-09,Bedford,2021,17.409407275836458
2021-04-09,Franklin,2021,17.838112785469246
2021-04-09,Roanoke,2021,16.587082982175108
2021-04-09,Fairfax,2021,NA
2021-04-09,Richmond,2021,13.991060015588491
2021-04-09,Accomack,2021,17.221266358013647
2021-04-09,Albemarle,2021,15.615617260197332
2021-04-09,Appomattox,2021,16.156810225861395
2021-04-09,Amelia,2021,14.10463183447004
2021-04-09,Fairfax,2021,NA
2021-04-09,Franklin,2021,18.09910503673631
2021-04-09,Richmond,2021,14.6585664259138
2021-04-16,Roanoke,2021,15.620374620333203
2021-04-16,Alleghany,2021,14.461064818997144
2021-04-16,Bedford,2021,13.874415591639334
2021-04-16,Franklin,2021,13.768016141828936
2021-04-16,Roanoke,2021,13.678520037607449
2021-04-16,Fairfax,2021,16.2091381057661
2021-04-16,Richmond,2021,15.130794294199692
2021-04-16,Accomack,2021,14.663790158441106
2021-04-16,Albemarle,2021,14.65546228515868
2021-04-16,Appomattox,2021,13.76310470331102
2021-04-16,Amelia,2021,14.386227455732808
2021-04-16,Fairfax,2021,17.16785660590117
2021-04-16,Franklin,2021,17.013333091647365
2021-04-16,Richmond,2021,15.710682222605485
2021-04-23,Roanoke,2021,18.209750836167437
2021-04-23,Alleghany,2021,17.649893042942274
2021-04-23,Bedford,2021,16.08969292933984
2021-04-23,Franklin,2021,15.795684112814428
2021-04-23,Roanoke,2021,16.992547297653218
2021-04-23,Fairfax,2021,15.28053175869794
2021-04-23,Richmond,2021,14.494350667029709
2021-04-23,Accomack,2021,15.261306452374718
2021-04-23,Albemarle,2021,16.4162640996885
2021-04-23,Appomattox,2021,14.556176167949342
2021-04-23,Amelia,2021,13.620751014631724
2021-04-23,Fairfax,2021,15.128986877653444
2021-04-23,Franklin,2021,18.52284440255223
2021-04-23,Richmond,2021,16.14409353363484
2021-04-30,Roanoke,2021,19.69794606402093
2021-04-30,Alleghany,2021,15.694842244707786
2021-04-30,Bedford,2021,16.99438717040141
2021-04-30,Franklin,2021,17.127604579349025
2021-04-30,Roanoke,2021,16.20436624036443
2021-04-30,Fairfax,2021,16.38275934726127
2021-04-30,Richmond,2021,16.507814388405922
2021-04-30,Accomack,2021,15.435773661775483
2021-04-30,Albemarle,2021,15.656803641768674
2021-04-30,Appomattox,2021,17.865480558151905
2021-04-30,Amelia,2021,17.664408585583246
2021-04-30,Fairfax,2021,17.705278143206186
2021-04-30,Franklin,2021,19.511871316306507
2021-04-30,Richmond,2021,20.31592760787923
2021-05-07,Roanoke,2021,15.24125589156793
2021-05-07,Alleghany,2021,10.347974463308203
2021-05-07,Bedford,2021,12.36242227128606
2021-05-07,Franklin,2021,12.347972949958136
2021-05-07,Roanoke,2021,11.867733081767108
2021-05-07,Fairfax,2021,16.390700167072826
2021-05-07,Richmond,2021,14.544785604703058
2021-05-07,Accomack,2021,14.914346194014042
2021-05-07,Albemarle,2021,12.221405204021496
2021-05-07,Appomattox,2021,12.608747368717442
2021-05-07,Amelia,2021,13.06108251662772
2021-05-07,Fairfax,2021,17.872637554585186
2021-05-07,Franklin,2021,16.1639785141145
2021-05-07,Richmond,2021,16.25301022307306
2021-05-14,Roanoke,2021,19.83645559299927
2021-05-14,Alleghany,2021,17.756892304284047
2021-05-14,Bedford,2021,17.1675892872643
2021-05-14,Franklin,2021,17.835059045953127
2021-05-14,Roanoke,2021,17.68399839630207
2021-05-14,Fairfax,2021,22.64760530241593
2021-05-14,Richmond,2021,18.558217418380583
2021-05-14,Accomack,2021,18.856257947030073
2021-05-14,Albemarle,2021,18.778420074057973
2021-05-14,Appomattox,2021,18.32176089463303
2021-05-14,Amelia,2021,18.310486065016907
2021-05-14,Fairfax,2021,25.51867568752743
2021-05-14,Franklin,2021,20.76766876933492
2021-05-14,Richmond,2021,22.13184584259475
2021-05-21,Roanoke,2021,NA
2021-05-21,Alleghany,2021,20.60786330241934
2021-05-21,Bedford,2021,22.05355661450926
2021-05-21,Franklin,2021,21.317627452429768
2021-05-21,Roanoke,2021,21.28032579547731
2021-05-21,Fairfax,2021,22.603685703326917
2021-05-21,Richmond,2021,23.68049367378696
2021-05-21,Accomack,2021,21.8159743257512
2021-05-21,Albemarle,2021,23.140628187601887
2021-05-21,Appomattox,2021,22.89562886335157
2021-05-21,Amelia,2021,21.160268647314577
2021-05-21,Fairfax,2021,NA
2021-05-21,Franklin,2021,26.728554234338787
2021-05-21,Richmond,2021,NA
2021-05-28,Roanoke,2021,24.562509861932956
2021-05-28,Alleghany,2021,5.99000000000003
2021-05-28,Bedford,2021,23.874708937792
2021-05-28,Franklin,2021,20.565253678647675
2021-05-28,Roanoke,2021,23.94024938631758
2021-05-28,Fairfax,2021,NA
2021-05-28,Richmond,2021,18.498998875140643
2021-05-28,Accomack,2021,18.16908705752708
2021-05-28,Albemarle,2021,13.03020512226217
2021-05-28,Appomattox,2021,16.447006050907664
2021-05-28,Amelia,2021,17.590307563552695
2021-05-28,Fairfax,2021,NA
2021-05-28,Franklin,2021,23.192869777371175
2021-05-28,Richmond,2021,22.27629705478163
2021-06-04,Roanoke,2021,NA
2021-06-04,Alleghany,2021,21.12171739500468
2021-06-04,Bedford,2021,25.150468162839296
2021-06-04,Franklin,2021,24.4347049495034
2021-06-04,Roanoke,2021,21.79533281972268
2021-06-04,Fairfax,2021,27.90825829378044
2021-06-04,Richmond,2021,25.791572537404893
2021-06-04,Accomack,2021,25.03022314079167
2021-06-04,Albemarle,2021,25.652859371557923
2021-06-04,Appomattox,2021,25.68989184251896
2021-06-04,Amelia,2021,25.816295817661317
2021-06-04,Fairfax,2021,31.358137568126303
2021-06-04,Franklin,2021,28.488312064965225
2021-06-04,Richmond,2021,28.655516114815708
2021-06-11,Roanoke,2021,23.742809097978256
2021-06-11,Alleghany,2021,18.205104354458495
2021-06-11,Bedford,2021,21.531814680198437
2021-06-11,Franklin,2021,22.039286556836807
2021-06-11,Roanoke,2021,20.487438356164425
2021-06-11,Fairfax,2021,22.521632700255157
2021-06-11,Richmond,2021,22.102757044935295
2021-06-11,Accomack,2021,22.11985148267233
2021-06-11,Albemarle,2021,22.873570394240428
2021-06-11,Appomattox,2021,24.1530513830372
2021-06-11,Amelia,2021,22.39643732414799
2021-06-11,Fairfax,2021,NA
2021-06-11,Franklin,2021,23.358861835589337
2021-06-11,Richmond,2021,27.166430474996112
2021-06-18,Roanoke,2021,25.682943118652595
2021-06-18,Alleghany,2021,17.823277751355537
2021-06-18,Bedford,2021,21.697816985930633
2021-06-18,Franklin,2021,22.72819220442737
2021-06-18,Roanoke,2021,21.020375209282527
2021-06-18,Fairfax,2021,22.17592475884244
2021-06-18,Richmond,2021,20.619548896976244
2021-06-18,Accomack,2021,22.12739911191736
2021-06-18,Albemarle,2021,22.138815059972057
2021-06-18,Appomattox,2021,20.949413530509315
2021-06-18,Amelia,2021,21.02123677235379
2021-06-18,Fairfax,2021,23.434786605384147
2021-06-18,Franklin,2021,22.810050754060356
2021-06-18,Richmond,2021,24.81977891695039
2021-06-25,Roanoke,2021,28.59879901065238
2021-06-25,Alleghany,2021,22.673755780841955
2021-06-25,Bedford,2021,23.692542547505152
2021-06-25,Franklin,2021,22.93463038640896
2021-06-25,Roanoke,2021,23.854505955673392
2021-06-25,Fairfax,2021,27.4801612510105
2021-06-25,Richmond,2021,26.078546115905535
2021-06-25,Accomack,2021,26.92741821841868
2021-06-25,Albemarle,2021,25.362543004028733
2021-06-25,Appomattox,2021,25.016324828200357
2021-06-25,Amelia,2021,25.18446221167365
2021-06-25,Fairfax,2021,28.93350850546784
2021-06-25,Franklin,2021,26.217383990719306
2021-06-25,Richmond,2021,27.97338750177188
2021-07-02,Roanoke,2021,27.356851459578692
2021-07-02,Alleghany,2021,22.03601032024525
2021-07-02,Bedford,2021,22.989105889448645
2021-07-02,Franklin,2021,23.29826128295937
2021-07-02,Roanoke,2021,22.059433346969954
2021-07-02,Fairfax,2021,28.741235818488605
2021-07-02,Richmond,2021,26.119248119780018
2021-07-02,Accomack,2021,26.593671903552124
2021-07-02,Albemarle,2021,24.271003653434807
2021-07-02,Appomattox,2021,23.760515268064037
2021-07-02,Amelia,2021,25.84746597966711
2021-07-02,Fairfax,2021,30.36081657583164
2021-07-02,Franklin,2021,26.99111755607119
2021-07-02,Richmond,2021,29.278026142663755
2021-07-09,Roanoke,2021,22.620000000000033
2021-07-09,Alleghany,2021,20.13848129270147
2021-07-09,Bedford,2021,25.01004862999708
2021-07-09,Franklin,2021,23.959568390490567
2021-07-09,Roanoke,2021,20.508548986335654
2021-07-09,Fairfax,2021,25.26802031951706
2021-07-09,Richmond,2021,23.28939251819573
2021-07-09,Accomack,2021,27.011835799346688
2021-07-09,Albemarle,2021,24.43826049175624
2021-07-09,Appomattox,2021,25.81181102449893
2021-07-09,Amelia,2021,26.05328318845907
2021-07-09,Fairfax,2021,NA
2021-07-09,Franklin,2021,26.588756906077386
2021-07-09,Richmond,2021,30.267915133747263
2021-07-16,Roanoke,2021,27.21191274965309
2021-07-16,Alleghany,2021,22.648038330889683
2021-07-16,Bedford,2021,25.15192346508227
2021-07-16,Franklin,2021,23.985225002140556
2021-07-16,Roanoke,2021,22.65791738227334
2021-07-16,Fairfax,2021,27.782113404022567
2021-07-16,Richmond,2021,23.076064128587632
2021-07-16,Accomack,2021,26.65663694991269
2021-07-16,Albemarle,2021,25.272985897895687
2021-07-16,Appomattox,2021,26.493763595512984
2021-07-16,Amelia,2021,26.083587882335177
2021-07-16,Fairfax,2021,29.416691411388857
2021-07-16,Franklin,2021,27.29455191415317
2021-07-16,Richmond,2021,28.166690033920236
2021-07-23,Roanoke,2021,29.439808115130965
2021-07-23,Alleghany,2021,24.47784594207059
2021-07-23,Bedford,2021,24.010480394761576
2021-07-23,Franklin,2021,25.86937247136472
2021-07-23,Roanoke,2021,24.810129869527135
2021-07-23,Fairfax,2021,28.27479524742887
2021-07-23,Richmond,2021,25.450961423221013
2021-07-23,Accomack,2021,25.209100388462023
2021-07-23,Albemarle,2021,25.370917730894817
2021-07-23,Appomattox,2021,24.980486757467027
2021-07-23,Amelia,2021,26.01331340640893
2021-07-23,Fairfax,2021,29.67835651193387
2021-07-23,Franklin,2021,25.617175899071963
2021-07-23,Richmond,2021,28.361883953625775
2021-07-30,Roanoke,2021,24.75105950042102
2021-07-30,Alleghany,2021,20.156953925732015
2021-07-30,Bedford,2021,22.90603300264716
2021-07-30,Franklin,2021,24.02915451724579
2021-07-30,Roanoke,2021,20.59317614909794
2021-07-30,Fairfax,2021,24.20601801568829
2021-07-30,Richmond,2021,22.708097313401712
2021-07-30,Accomack,2021,25.753641708553
2021-07-30,Albemarle,2021,22.857088358666527
2021-07-30,Appomattox,2021,23.225362973362177
2021-07-30,Amelia,2021,22.08626355153591
2021-07-30,Fairfax,2021,25.71568121104188
2021-07-30,Franklin,2021,19.95998721227624
2021-07-30,Richmond,2021,26.231877982565944
2021-08-06,Roanoke,2021,31.23431853809292
2021-08-06,Alleghany,2021,24.648612888527552
2021-08-06,Bedford,2021,23.13375649212194
2021-08-06,Franklin,2021,22.17510037496486
2021-08-06,Roanoke,2021,24.243658833482993
2021-08-06,Fairfax,2021,24.99583465156047
2021-08-06,Richmond,2021,24.201282599869185
2021-08-06,Accomack,2021,23.590309039101243
2021-08-06,Albemarle,2021,23.536095549761505
2021-08-06,Appomattox,2021,23.93671445658443
2021-08-06,Amelia,2021,22.69659822372409
2021-08-06,Fairfax,2021,25.4535190753618
2021-08-06,Franklin,2021,24.78243111948959
2021-08-06,Richmond,2021,26.47972834625055
2021-08-13,Roanoke,2021,NA
2021-08-13,Alleghany,2021,25.77131443700361
2021-08-13,Bedford,2021,26.005925062034752
2021-08-13,Franklin,2021,24.430378969451976
2021-08-13,Roanoke,2021,NA
2021-08-13,Fairfax,2021,NA
2021-08-13,Richmond,2021,26.458134790194347
2021-08-13,Accomack,2021,26.851886993883436
2021-08-13,Albemarle,2021,26.986125597305836
2021-08-13,Appomattox,2021,26.7180269421529
2021-08-13,Amelia,2021,26.48299662496227
2021-08-13,Fairfax,2021,NA
2021-08-13,Franklin,2021,27.282633410672886
2021-08-13,Richmond,2021,29.873983278181367
2021-08-20,Roanoke,2021,28.469286470483567
2021-08-20,Alleghany,2021,23.532429049252386
2021-08-20,Bedford,2021,25.24188271877393
2021-08-20,Franklin,2021,25.365376093671205
2021-08-20,Roanoke,2021,24.662795477653223
2021-08-20,Fairfax,2021,27.24810371551393
2021-08-20,Richmond,2021,25.820739369161824
2021-08-20,Accomack,2021,25.74842920358883
2021-08-20,Albemarle,2021,25.77357577470335
2021-08-20,Appomattox,2021,25.967063080662157
2021-08-20,Amelia,2021,25.851056726628254
2021-08-20,Fairfax,2021,28.206218755872975
2021-08-20,Franklin,2021,25.635755510440877
2021-08-20,Richmond,2021,28.34405744615622
2021-08-27,Roanoke,2021,28.55038191198368
2021-08-27,Alleghany,2021,23.436064752266912
2021-08-27,Bedford,2021,25.081426800583703
2021-08-27,Franklin,2021,25.49057829425421
2021-08-27,Roanoke,2021,24.944319045933614
2021-08-27,Fairfax,2021,24.720465233881203
2021-08-27,Richmond,2021,24.32416750271377
2021-08-27,Accomack,2021,25.721530984626693
2021-08-27,Albemarle,2021,25.354728126476413
2021-08-27,Appomattox,2021,26.412792422410327
2021-08-27,Amelia,2021,26.20558168092016
2021-08-27,Fairfax,2021,NA
2021-08-27,Franklin,2021,26.053040168213496
2021-08-27,Richmond,2021,29.5571252005467
2021-09-03,Roanoke,2021,23.627864035224707
2021-09-03,Alleghany,2021,18.43618113529563
2021-09-03,Bedford,2021,20.732335238183783
2021-09-03,Franklin,2021,20.521526980427076
2021-09-03,Roanoke,2021,19.999866347512313
2021-09-03,Fairfax,2021,23.540005801267913
2021-09-03,Richmond,2021,21.69755915309847
2021-09-03,Accomack,2021,22.194547602840448
2021-09-03,Albemarle,2021,20.687712350371857
2021-09-03,Appomattox,2021,20.50443609448881
2021-09-03,Amelia,2021,20.545681624662297
2021-09-03,Fairfax,2021,25.199264236045877
2021-09-03,Franklin,2021,23.56657651778811
2021-09-03,Richmond,2021,24.3477246685062
2021-09-10,Roanoke,2021,25.59565676382139
2021-09-10,Alleghany,2021,19.24644475944518
2021-09-10,Bedford,2021,21.44305305163233
2021-09-10,Franklin,2021,22.111894273268543
2021-09-10,Roanoke,2021,21.251937650735584
2021-09-10,Fairfax,2021,23.52870809372892
2021-09-10,Richmond,2021,22.42017920362031
2021-09-10,Accomack,2021,22.964565926194133
2021-09-10,Albemarle,2021,22.461827025287423
2021-09-10,Appomattox,2021,22.62838173800843
2021-09-10,Amelia,2021,22.803008985859996
2021-09-10,Fairfax,2021,23.35675161399936
2021-09-10,Franklin,2021,23.15601131090491
2021-09-10,Richmond,2021,24.442653822079176
2021-09-17,Roanoke,2021,NA
2021-09-17,Alleghany,2021,19.334779321425223
2021-09-17,Bedford,2021,23.20612201848544
2021-09-17,Franklin,2021,19.58874210829847
2021-09-17,Roanoke,2021,20.160733635313996
2021-09-17,Fairfax,2021,21.395620855731313
2021-09-17,Richmond,2021,22.79545965657257
2021-09-17,Accomack,2021,22.656794683316615
2021-09-17,Albemarle,2021,23.274972262629763
2021-09-17,Appomattox,2021,24.342086713900084
2021-09-17,Amelia,2021,24.720182018272276
2021-09-17,Fairfax,2021,21.668955823293196
2021-09-17,Franklin,2021,25.21155017401396
2021-09-17,Richmond,2021,25.797969757789534
2021-09-24,Roanoke,2021,19.229666830621095
2021-09-24,Alleghany,2021,14.8570822161331
2021-09-24,Bedford,2021,16.68795164699872
2021-09-24,Franklin,2021,17.357900823137463
2021-09-24,Roanoke,2021,16.35969774535942
2021-09-24,Fairfax,2021,19.044456269255104
2021-09-24,Richmond,2021,18.741177875443203
2021-09-24,Accomack,2021,19.39685948534251
2021-09-24,Albemarle,2021,17.985580517094924
2021-09-24,Appomattox,2021,18.2573535839156
2021-09-24,Amelia,2021,18.800867239288685
2021-09-24,Fairfax,2021,20.15996739334715
2021-09-24,Franklin,2021,20.087367034719954
2021-09-24,Richmond,2021,21.711759921547415
2021-10-01,Roanoke,2021,20.210859162667017
2021-10-01,Alleghany,2021,16.02076608717758
2021-10-01,Bedford,2021,18.118542730079156
2021-10-01,Franklin,2021,18.21947477487566
2021-10-01,Roanoke,2021,17.752830478279424
2021-10-01,Fairfax,2021,17.143894790980987
2021-10-01,Richmond,2021,18.23664472557035
2021-10-01,Accomack,2021,18.459229680687017
2021-10-01,Albemarle,2021,17.762100349608467
2021-10-01,Appomattox,2021,18.789269769818237
2021-10-01,Amelia,2021,18.27746569416233
2021-10-01,Fairfax,2021,18.722945344129585
2021-10-01,Franklin,2021,20.884093194122222
2021-10-01,Richmond,2021,21.058133894126392
2021-10-08,Roanoke,2021,20.38477991746907
2021-10-08,Alleghany,2021,16.250360052713248
2021-10-08,Bedford,2021,18.280835109064935
2021-10-08,Franklin,2021,18.008958492011963
2021-10-08,Roanoke,2021,18.13333182556836
2021-10-08,Fairfax,2021,19.197461339836032
2021-10-08,Richmond,2021,19.24015786899684
2021-10-08,Accomack,2021,17.893315581688405
2021-10-08,Albemarle,2021,19.35690652645055
2021-10-08,Appomattox,2021,19.390731719228175
2021-10-08,Amelia,2021,18.041994956621497
2021-10-08,Fairfax,2021,19.931048340128154
2021-10-08,Franklin,2021,18.990411832946673
2021-10-08,Richmond,2021,18.785908300944833
2021-10-15,Roanoke,2021,16.052149207866098
2021-10-15,Alleghany,2021,12.745977473246349
2021-10-15,Bedford,2021,14.511276364878205
2021-10-15,Franklin,2021,14.518588856987371
2021-10-15,Roanoke,2021,13.782153037217254
2021-10-15,Fairfax,2021,17.30153902692681
2021-10-15,Richmond,2021,15.728892121143742
2021-10-15,Accomack,2021,17.96411001911558
2021-10-15,Albemarle,2021,15.51118940926398
2021-10-15,Appomattox,2021,16.01047120548534
2021-10-15,Amelia,2021,16.73397775241203
2021-10-15,Fairfax,2021,17.460581939485085
2021-10-15,Franklin,2021,18.36716758507351
2021-10-15,Richmond,2021,18.91511231828521
2021-10-22,Roanoke,2021,14.52760418163532
2021-10-22,Alleghany,2021,9.891106322862528
2021-10-22,Bedford,2021,12.991768443329594
2021-10-22,Franklin,2021,12.766140566901548
2021-10-22,Roanoke,2021,11.856618867464023
2021-10-22,Fairfax,2021,14.80017892017343
2021-10-22,Richmond,2021,15.168887287195911
2021-10-22,Accomack,2021,16.06407720112695
2021-10-22,Albemarle,2021,13.75786260866763
