date,county,year,T_day
2022-06-04,Roanoke,2022,33.13969110992443
2022-06-04,Alleghany,2022,22.87015997814187
2022-06-04,Amherst,2022,24.912089847715816
2022-06-04,Franklin,2022,26.04070211448062
2022-06-04,Roanoke,2022,25.802953220294633
2022-06-04,Fairfax,2022,29.91179233617847
2022-06-04,Richmond,2022,28.20444286823525
2022-06-04,Accomack,2022,26.840882298177227
2022-06-04,Albemarle,2022,25.763277284417683
2022-06-04,Amelia,2022,28.39765577502001
2022-06-04,Alexandria,2022,33.17715073766896
2022-06-04,Fairfax,2022,32.164568752740735
2022-06-04,Franklin,2022,31.868693155452466
2022-06-04,Richmond,2022,32.461190484402564
2022-06-11,Roanoke,2022,32.36449311190795
2022-06-11,Alleghany,2022,23.916354656113395
2022-06-11,Amherst,2022,26.334447905932443
2022-06-11,Franklin,2022,27.370829959293992
2022-06-11,Roanoke,2022,25.238731565043636
2022-06-11,Fairfax,2022,31.384784100526023
2022-06-11,Richmond,2022,29.53810304382305
2022-06-11,Accomack,2022,28.6647798391011
2022-06-11,Albemarle,2022,28.315989608185756
2022-06-11,Amelia,2022,28.944613813070873
2022-06-11,Alexandria,2022,35.13180967883631
2022-06-11,Fairfax,2022,34.39797312535241
2022-06-11,Franklin,2022,32.47089617169377
2022-06-11,Richmond,2022,33.20115489512279
2022-06-18,Roanoke,2022,33.522290321069576
2022-06-18,Alleghany,2022,23.782380748172475
2022-06-18,Amherst,2022,25.12293762679938
2022-06-18,Franklin,2022,28.255405420708826
2022-06-18,Roanoke,2022,27.014772894649912
2022-06-18,Fairfax,2022,28.014668514654524
2022-06-18,Richmond,2022,25.054382283062527
2022-06-18,Accomack,2022,24.946752727936488
2022-06-18,Albemarle,2022,25.06050458023743
2022-06-18,Amelia,2022,26.645716980330903
2022-06-18,Alexandria,2022,32.563993488876854
2022-06-18,Fairfax,2022,31.733815072354847
2022-06-18,Franklin,2022,31.105950551044103
2022-06-18,Richmond,2022,29.5176953442471
2022-06-25,Roanoke,2022,34.43982458753761
2022-06-25,Alleghany,2022,25.998294063048597
2022-06-25,Amherst,2022,26.76312905070313
2022-06-25,Franklin,2022,29.03609664513257
2022-06-25,Roanoke,2022,27.269401078352953
2022-06-25,Fairfax,2022,31.224661360638965
2022-06-25,Richmond,2022,29.056019891694103
2022-06-25,Accomack,2022,27.410412593151325
2022-06-25,Albemarle,2022,26.73813080486505
2022-06-25,Amelia,2022,29.267968249179265
2022-06-25,Alexandria,2022,34.86260382916058
2022-06-25,Fairfax,2022,33.17032876025812
2022-06-25,Franklin,2022,30.980814675174052
2022-06-25,Richmond,2022,33.61631956899419
2022-07-02,Roanoke,2022,35.976677909253645
2022-07-02,Alleghany,2022,24.321930151746393
2022-07-02,Amherst,2022,29.54516096121631
2022-07-02,Franklin,2022,29.791698112414142
2022-07-02,Roanoke,2022,29.42959591118863
2022-07-02,Fairfax,2022,35.93035047167422
2022-07-02,Richmond,2022,29.34141848916134
2022-07-02,Accomack,2022,30.106968602888056
