Year,county_name,state_alpha,Harvested,Planted
2019,DORCHESTER,MD,30900,31000
2019,FREDERICK,MD,31000,43000
2019,GARRETT,MD,6000,7700
2019,HARFORD,MD,18500,21500
2019,HOWARD,MD,5600,6000
2019,KENT,MD,43000,44000
2019,OTHER (COMBINED) COUNTIES,MD,22750,24500
2019,QUEEN ANNES,MD,53000,59000
2019,SOMERSET,MD,15000,16000
2019,TALBOT,MD,35100,37000
2019,WASHINGTON,MD,14000,20000
2019,WICOMICO,MD,25000,26000
2019,WORCESTER,MD,39100,41000
2020,ANNE ARUNDEL,MD,3340,3700
2020,BALTIMORE,MD,15000,16700
2020,CALVERT,MD,2800,3100
2020,CAROLINE,MD,38000,42000
2020,CARROLL,MD,28300,32100
2020,CECIL,MD,20300,22600
2020,CHARLES,MD,4700,5200
2020,DORCHESTER,MD,26100,28800
2020,FREDERICK,MD,33500,43200
2020,GARRETT,MD,7480,8500
2020,HARFORD,MD,16800,18700
2020,HOWARD,MD,4780,5300
2020,KENT,MD,38400,42600
2020,MONTGOMERY,MD,10400,11600
2020,OTHER COUNTIES,MD,2900,3300
2020,QUEEN ANNES,MD,50600,56100
2020,SOMERSET,MD,12600,13900
2020,ST MARYS,MD,8400,9300
2020,TALBOT,MD,28200,31400
2020,WASHINGTON,MD,14300,18400
2020,WICOMICO,MD,22900,25200
2020,WORCESTER,MD,30200,33300
2021,ANNE ARUNDEL,MD,3440,3800
2021,CALVERT,MD,2910,3200
2021,CAROLINE,MD,37600,41500
2021,CARROLL,MD,27000,29900
2021,CECIL,MD,21000,23000
2021,CHARLES,MD,3630,4000
2021,DORCHESTER,MD,27300,29900
2021,FREDERICK,MD,36200,40300
2021,GARRETT,MD,6150,6800
2021,HARFORD,MD,18000,20000
2021,KENT,MD,34100,37800
2021,MONTGOMERY,MD,10200,11200
2021,OTHER COUNTIES,MD,69830,76800
2021,SOMERSET,MD,12000,13200
2021,ST MARYS,MD,7640,8400
2021,TALBOT,MD,28800,31500
2021,WASHINGTON,MD,14300,17900
2021,WICOMICO,MD,22700,24900
2021,WORCESTER,MD,32200,35900
2022,ANNE ARUNDEL,MD,3540,3600
2022,BALTIMORE,MD,14100,15700
2022,CALVERT,MD,2400,2600
2022,CAROLINE,MD,34100,38300
2022,CARROLL,MD,25100,29000
2022,CECIL,MD,17200,19500
2022,DORCHESTER,MD,22100,24200
2022,FREDERICK,MD,28600,38300
2022,GARRETT,MD,4260,6900
2022,HARFORD,MD,14100,17900
2022,KENT,MD,34600,39500
2022,OTHER COUNTIES,MD,28600,19400
2022,QUEEN ANNES,MD,43400,48100
2022,SOMERSET,MD,10600,11700
2022,ST MARYS,MD,6500,7200
2022,TALBOT,MD,25100,27500
2022,WASHINGTON,MD,7500,16200
2022,WICOMICO,MD,20500,22500
2022,WORCESTER,MD,29100,31900
2023,ANNE ARUNDEL,MD,3930,4000
2023,BALTIMORE,MD,15100,17300
2023,CALVERT,MD,2850,2900
2023,CAROLINE,MD,42900,43700
2023,CARROLL,MD,27200,30200
2023,CECIL,MD,19800,22400
2023,CHARLES,MD,5100,5200
2023,DORCHESTER,MD,30500,31100
2023,FREDERICK,MD,32000,45100
2023,GARRETT,MD,4740,6500
2023,HOWARD,MD,4700,5100
2023,KENT,MD,40500,41700
2023,MONTGOMERY,MD,10400,10600
2023,OTHER COUNTIES,MD,28280,29500
2023,PRINCE GEORGES,MD,1650,1900
2023,QUEEN ANNES,MD,54700,55700
2023,SOMERSET,MD,13900,14200
2023,TALBOT,MD,33600,34200
2023,WASHINGTON,MD,8950,18200
2023,WICOMICO,MD,25000,25500
2023,WORCESTER,MD,34200,35000
2024,ANNE ARUNDEL,MD,3240,3400
2024,BALTIMORE,MD,15900,16700
2024,CALVERT,MD,2490,2700
2024,CAROLINE,MD,37200,39300
2024,CARROLL,MD,23300,28300
2024,CECIL,MD,20900,23000
2024,CHARLES,MD,4250,4500
2024,DORCHESTER,MD,26800,28200
2024,FREDERICK,MD,28700,39900
2024,GARRETT,MD,4540,7100
2024,HARFORD,MD,17000,18000
2024,KENT,MD,33400,38500
2024,OTHER COUNTIES,MD,92970,99100
2024,SOMERSET,MD,11700,12200
2024,TALBOT,MD,27700,28900
2024,WASHINGTON,MD,7510,16600
2024,WORCESTER,MD,32400,33600
