GEOID,county,date,mean,year
51073,Gloucester,2022-07-15,0.7632944924490792,2022
51093,Isle of Wight,2022-07-15,0.7840881248018876,2022
51097,King and Queen,2022-07-15,0.8238502190663264,2022
51119,Middlesex,2022-07-15,0.7473142623901368,2022
51101,King William,2022-07-15,0.8606308102607727,2022
51127,New Kent,2022-07-15,0.8783062696456909,2022
51620,Franklin,2022-07-15,0.719601035118103,2022
51095,James City,2022-07-22,0.7859464392066002,2022
51073,Gloucester,2022-07-22,0.8067595308904485,2022
51093,Isle of Wight,2022-07-22,0.7781677002311604,2022
51097,King and Queen,2022-07-22,0.823292934429061,2022
51119,Middlesex,2022-07-22,0.7550354729964809,2022
51057,Essex,2022-07-22,0.7557940908397237,2022
51159,Richmond,2022-07-22,0.8109312579332728,2022
51101,King William,2022-07-22,0.7785459554964496,2022
51127,New Kent,2022-07-22,0.7476125160853068,2022
51620,Franklin,2022-07-22,0.80354639637136,2022
51067,Franklin,2022-07-29,0.7731978034873699,2022
51095,James City,2022-07-29,0.774786568001697,2022
51073,Gloucester,2022-07-29,0.8237231130953189,2022
51093,Isle of Wight,2022-07-29,0.8210312346139058,2022
51097,King and Queen,2022-07-29,0.8453218682096539,2022
51119,Middlesex,2022-07-29,0.7687760116159916,2022
51057,Essex,2022-07-29,0.843596890351063,2022
51159,Richmond,2022-07-29,0.8173488132113732,2022
51101,King William,2022-07-29,0.822879757415089,2022
51127,New Kent,2022-07-29,0.8143174106367318,2022
51620,Franklin,2022-07-29,0.833551030849742,2022
51760,Richmond,2022-07-29,0.8418039083480835,2022
51067,Franklin,2022-08-05,0.8543918132781982,2022
51067,Franklin,2022-08-12,0.832000846886693,2022
51095,James City,2022-08-12,0.8203819390953431,2022
51073,Gloucester,2022-08-12,0.8433418117096908,2022
51093,Isle of Wight,2022-08-12,0.8193070694574658,2022
51097,King and Queen,2022-08-12,0.8527527558205951,2022
51119,Middlesex,2022-08-12,0.8331201270770962,2022
51057,Essex,2022-08-12,0.8535781875252724,2022
51159,Richmond,2022-08-12,0.8461090369364915,2022
51101,King William,2022-08-12,0.7935824409952893,2022
51127,New Kent,2022-08-12,0.7490664394841781,2022
51620,Franklin,2022-08-12,0.8394251159418409,2022
51095,James City,2022-08-19,0.7347725448044808,2022
51073,Gloucester,2022-08-19,0.8376979991311045,2022
51093,Isle of Wight,2022-08-19,0.7867751406852941,2022
51097,King and Queen,2022-08-19,0.8482687567413683,2022
51119,Middlesex,2022-08-19,0.7963535814733391,2022
51057,Essex,2022-08-19,0.8182938992262483,2022
51159,Richmond,2022-08-19,0.7979547034424107,2022
51101,King William,2022-08-19,0.8502782670779057,2022
51127,New Kent,2022-08-19,0.8329778573809866,2022
51620,Franklin,2022-08-19,0.8092259168624878,2022
51067,Franklin,2022-08-26,0.8267326564021021,2022
51095,James City,2022-08-26,0.7283657714724541,2022
51073,Gloucester,2022-08-26,0.7632273630485471,2022
51093,Isle of Wight,2022-08-26,0.7448543932070368,2022
51097,King and Queen,2022-08-26,0.8093451055179,2022
51119,Middlesex,2022-08-26,0.7809745482469009,2022
51057,Essex,2022-08-26,0.7872627698458158,2022
51159,Richmond,2022-08-26,0.7615265049056097,2022
51101,King William,2022-08-26,0.8156350255012512,2022
51127,New Kent,2022-08-26,0.6613535662181675,2022
51620,Franklin,2022-08-26,0.738674952515534,2022
51067,Franklin,2022-09-02,0.6986246854066849,2022
51093,Isle of Wight,2022-09-02,0.7557665109634399,2022
51097,King and Queen,2022-09-02,0.7102827592329546,2022
51057,Essex,2022-09-02,0.7608616078308131,2022
51101,King William,2022-09-02,0.7902779455912435,2022
51127,New Kent,2022-09-02,0.6580430076730313,2022
51620,Franklin,2022-09-02,0.7494955552475793,2022
51067,Franklin,2022-09-09,0.7959244374571175,2022
51095,James City,2022-09-09,0.7675987567772533,2022
51073,Gloucester,2022-09-09,0.7751762106409039,2022
51093,Isle of Wight,2022-09-09,0.6045042276382446,2022
51097,King and Queen,2022-09-09,0.7777217295953849,2022
51119,Middlesex,2022-09-09,0.7648424894432401,2022
51057,Essex,2022-09-09,0.7376131545752287,2022
51159,Richmond,2022-09-09,0.7682686414175975,2022
51101,King William,2022-09-09,0.7161238534783939,2022
51127,New Kent,2022-09-09,0.7502225912979936,2022
51067,Franklin,2022-09-16,0.7615751613635275,2022
51095,James City,2022-09-16,0.7492496292731645,2022
51073,Gloucester,2022-09-16,0.7549801451499049,2022
51093,Isle of Wight,2022-09-16,0.683295791160723,2022
51097,King and Queen,2022-09-16,0.7351957453262431,2022
51119,Middlesex,2022-09-16,0.767605472795065,2022
51057,Essex,2022-09-16,0.7475906353229749,2022
51159,Richmond,2022-09-16,0.7331371417133923,2022
51101,King William,2022-09-16,0.7130025496562911,2022
51127,New Kent,2022-09-16,0.7223676149171244,2022
51620,Franklin,2022-09-16,0.6352482382382187,2022
51760,Richmond,2022-09-16,0.8034999966621399,2022
51067,Franklin,2022-09-23,0.7161429191472433,2022
51067,Franklin,2022-09-30,0.7176961142500284,2022
51095,James City,2022-10-07,0.6559267069546383,2022
51073,Gloucester,2022-10-07,0.6737839190099795,2022
51093,Isle of Wight,2022-10-07,0.6121283900950977,2022
51097,King and Queen,2022-10-07,0.6579604592705798,2022
51119,Middlesex,2022-10-07,0.6933231690632198,2022
51057,Essex,2022-10-07,0.6438012418455071,2022
51159,Richmond,2022-10-07,0.6425960976638966,2022
51101,King William,2022-10-07,0.6245973364406562,2022
51127,New Kent,2022-10-07,0.6390905716498637,2022
51620,Franklin,2022-10-07,0.6345906809111621,2022
51760,Richmond,2022-10-07,0.6907387971878052,2022
51067,Franklin,2022-10-14,0.6463113809911164,2022
51095,James City,2022-10-14,0.6217259635342229,2022
51073,Gloucester,2022-10-14,0.5928196097987211,2022
51093,Isle of Wight,2022-10-14,0.5505051346206498,2022
51097,King and Queen,2022-10-14,0.596273605566506,2022
51119,Middlesex,2022-10-14,0.5974764321462684,2022
51057,Essex,2022-10-14,0.446037095040083,2022
51159,Richmond,2022-10-14,0.5564994802086501,2022
51101,King William,2022-10-14,0.5953034162521362,2022
51127,New Kent,2022-10-14,0.5794398158856569,2022
51067,Franklin,2022-10-21,0.6102797296767586,2022
51097,King and Queen,2022-10-21,0.03928819777156699,2022
51057,Essex,2022-10-21,0.09782375730858504,2022
51095,James City,2022-10-28,0.4703453136064983,2022
51073,Gloucester,2022-10-28,0.4796323731185043,2022
51093,Isle of Wight,2022-10-28,0.5148788694774943,2022
51097,King and Queen,2022-10-28,0.5488696728541398,2022
51119,Middlesex,2022-10-28,0.49350427647135153,2022
51057,Essex,2022-10-28,0.5099964099114432,2022
51159,Richmond,2022-10-28,0.4934657261689801,2022
51101,King William,2022-10-28,0.4622623439200006,2022
51127,New Kent,2022-10-28,0.49900705480595703,2022
51095,James City,2022-11-04,0.4947239005700506,2022
51073,Gloucester,2022-11-04,0.525159200039211,2022
51093,Isle of Wight,2022-11-04,0.5311994039106529,2022
51097,King and Queen,2022-11-04,0.5165201173750448,2022
51119,Middlesex,2022-11-04,0.49875586321768295,2022
51057,Essex,2022-11-04,0.4995483323256765,2022
51159,Richmond,2022-11-04,0.4797452441544913,2022
51101,King William,2022-11-04,0.503331407912837,2022
51127,New Kent,2022-11-04,0.4606799635168656,2022
51620,Franklin,2022-11-04,0.4279193713843265,2022
51760,Richmond,2022-11-04,0.5677724480628967,2022
51095,James City,2022-11-11,0.4981818372824267,2022
51073,Gloucester,2022-11-11,0.5240214984323176,2022
51093,Isle of Wight,2022-11-11,0.5404911275022506,2022
51097,King and Queen,2022-11-11,0.5396647363710404,2022
51119,Middlesex,2022-11-11,0.48865680261564975,2022
51057,Essex,2022-11-11,0.5189772612518735,2022
51159,Richmond,2022-11-11,0.4980529038842853,2022
51101,King William,2022-11-11,0.48671644926071167,2022
51127,New Kent,2022-11-11,0.4907060694329593,2022
51620,Franklin,2022-11-11,0.4824397575075381,2022
51067,Franklin,2022-11-18,0.53935198144775,2022
51095,James City,2022-11-18,0.42175594779916287,2022
51073,Gloucester,2022-11-18,0.447242210319866,2022
51093,Isle of Wight,2022-11-18,0.4728082474786569,2022
51097,King and Queen,2022-11-18,0.4756499594230909,2022
51119,Middlesex,2022-11-18,0.4429470692023858,2022
51057,Essex,2022-11-18,0.4405116108416392,2022
51159,Richmond,2022-11-18,0.43513548751252185,2022
51101,King William,2022-11-18,0.4441810744149344,2022
51127,New Kent,2022-11-18,0.4517723844440727,2022
51620,Franklin,2022-11-18,0.44879989534894993,2022
51067,Franklin,2022-11-25,0.5370731614959633,2022
51095,James City,2022-12-09,0.3566297098994255,2022
51073,Gloucester,2022-12-09,0.4914328163038694,2022
51093,Isle of Wight,2022-12-09,0.5243792489100376,2022
51097,King and Queen,2022-12-09,0.5066186913422176,2022
51119,Middlesex,2022-12-09,0.5206390036352025,2022
51057,Essex,2022-12-09,0.4590661832184162,2022
51159,Richmond,2022-12-09,0.3819695766543074,2022
51067,Franklin,2022-12-16,0.5408188641660645,2022
51095,James City,2022-12-16,0.4663432297866581,2022
51073,Gloucester,2022-12-16,0.505504578253815,2022
51093,Isle of Wight,2022-12-16,0.39261770248413086,2022
51097,King and Queen,2022-12-16,0.4955674966975885,2022
51119,Middlesex,2022-12-16,0.4723418034491822,2022
51057,Essex,2022-12-16,0.3690582439303398,2022
51159,Richmond,2022-12-16,0.4918536574878477,2022
51101,King William,2022-12-16,0.4274276793003082,2022
51127,New Kent,2022-12-16,0.439806329389368,2022
51067,Franklin,2022-12-23,0.4753082021832384,2022
51095,James City,2022-12-23,0.4046310778091552,2022
51073,Gloucester,2022-12-23,0.47730249564185895,2022
51093,Isle of Wight,2022-12-23,0.4790816865785783,2022
51097,King and Queen,2022-12-23,0.4974359582086986,2022
51119,Middlesex,2022-12-23,0.4304606336692262,2022
51057,Essex,2022-12-23,0.4722474154205938,2022
51159,Richmond,2022-12-23,0.4331060910517344,2022
51101,King William,2022-12-23,0.49811737318507215,2022
51127,New Kent,2022-12-23,0.4189583884567605,2022
51620,Franklin,2022-12-23,0.45086447128625673,2022
51760,Richmond,2022-12-23,0.4747060239315033,2022
