date,week,county_name,NDVI_mean
2024-07-01,13,Covington,NA
2024-07-01,13,Buena Vista,NA
2024-07-01,13,Lexington,NA
2024-07-01,13,Galax,NA
2024-07-01,13,Norton,NA
2024-07-01,13,Radford,NA
2024-07-01,13,Danville,NA
2024-07-01,13,Martinsville,NA
2024-07-01,13,Salem,NA
2024-07-01,13,Roanoke,NA
2024-07-01,13,Bristol,NA
2024-07-01,13,Russell,NA
2024-07-01,13,Buchanan,NA
2024-07-01,13,Alleghany,NA
2024-07-01,13,Patrick,0.7277107885832336
2024-07-01,13,Grayson,0.7078649997711182
2024-07-01,13,Wythe,NA
2024-07-01,13,Carroll,0.7320860822995504
2024-07-01,13,Bath,0.6959514915943146
2024-07-01,13,Smyth,NA
2024-07-01,13,Bland,NA
2024-07-01,13,Lee,0.6001108288764954
2024-07-01,13,Highland,0.7547333637873331
2024-07-01,13,Rockbridge,0.6936350872978386
2024-07-01,13,Dickenson,NA
2024-07-01,13,Wise,NA
2024-07-01,13,Montgomery,0.6387600983892169
2024-07-01,13,Floyd,0.6284723470496774
2024-07-01,13,Giles,NA
2024-07-01,13,Pulaski,0.7675805240869522
2024-07-01,13,Tazewell,NA
2024-07-01,13,Pittsylvania,0.715267281455667
2024-07-01,13,Amherst,NA
2024-07-01,13,Bedford,0.6325351802202371
2024-07-01,13,Campbell,NA
2024-07-01,13,Henry,0.7143212575696031
2024-07-01,13,Craig,0.7413895527521769
2024-07-01,13,Franklin,0.7480020067036511
2024-07-01,13,Roanoke,NA
2024-07-01,13,Botetourt,0.7326824172185018
2024-07-01,13,Scott,NA
2024-07-01,13,Washington,NA
2024-07-01,13,Augusta,0.7196792033307707
2024-07-01,13,James City,0.7016209832259587
2024-07-01,13,Gloucester,0.6955952121626182
2024-07-01,13,Isle of Wight,0.6831104226928718
2024-07-01,13,York,0.5225203037261963
2024-07-01,13,Mathews,0.6342564276777781
2024-07-01,13,Stafford,NA
2024-07-01,13,Rappahannock,NA
2024-07-01,13,Fauquier,NA
2024-07-01,13,Prince William,NA
2024-07-01,13,Arlington,NA
2024-07-01,13,Fairfax,NA
2024-07-01,13,Loudoun,NA
2024-07-01,13,Culpeper,NA
2024-07-01,13,Warren,NA
2024-07-01,13,Spotsylvania,NA
2024-07-01,13,Clarke,NA
2024-07-01,13,Frederick,NA
2024-07-01,13,Surry,0.7064540903793763
2024-07-01,13,King and Queen,0.6720724701881409
2024-07-01,13,Middlesex,0.6836699447439091
2024-07-01,13,Essex,NA
2024-07-01,13,Northumberland,0.6838397278782669
2024-07-01,13,Orange,NA
2024-07-01,13,Madison,NA
2024-07-01,13,Lunenburg,NA
