satellite,year,month,month_name,date,peak_NDVI,peak_GOSAVI,peak_GDVI,peak_EVI,peak_CVI,image_count,data_available,has_blue_band,total_corn_area_m2
Landsat5_TM,1987.0,7.0,Jul,1987-07,0.6848329212289552,0.4774296860892319,0.9171828234536594,0.5822249761256761,4.0022282836792265,28,true,true,2.3231864894117637E9
Landsat5_TM,1987.0,8.0,Aug,1987-08,0.6520182421300895,0.4450012200970668,0.8993619055951868,0.5486592510378476,3.7799174548328005,26,true,true,2.3231864894117637E9
Landsat5_TM,1987.0,9.0,Sep,1987-09,0.6361695537041846,0.4222000896981004,0.8815106922793927,0.5041032306561969,3.366399639361894,17,true,true,2.3231864894117637E9
Landsat5_TM,1988.0,5.0,May,1988-05,0.5700217763879077,0.4028619736484738,0.8363530443424174,0.4562879058097135,3.245208547885105,19,true,true,2.3231864894117637E9
Landsat5_TM,1988.0,6.0,Jun,1988-06,0.6251265360930333,0.44256222376401977,0.8785501517385781,0.508425970473021,3.9074617481796117,22,true,true,2.3231864894117637E9
Landsat5_TM,1988.0,7.0,Jul,1988-07,0.6888773019313668,0.4796439165518718,0.9193005091114511,0.5582583981327299,4.213592717394735,27,true,true,2.3231864894117637E9
Landsat5_TM,1988.0,8.0,Aug,1988-08,0.7137633717167954,0.4769755506632907,0.9249811749958208,0.8543676649947243,4.16666611514944,23,true,true,2.3231864894117637E9
Landsat5_TM,1988.0,9.0,Sep,1988-09,0.7217592299800808,0.4854811729917226,0.935037306234645,0.5453058224377418,4.6449791767760615,26,true,true,2.3231864894117637E9
Landsat5_TM,1989.0,5.0,May,1989-05,0.6099550597592057,0.4324501080968238,0.8621630307821995,0.4565176833778979,3.783106598887671,21,true,true,2.3231864894117637E9
Landsat5_TM,1989.0,6.0,Jun,1989-06,0.6373119196890265,0.44633803082558055,0.8856185604607485,0.4721053611708421,3.9967534202964785,22,true,true,2.3231864894117637E9
Landsat5_TM,1989.0,7.0,Jul,1989-07,0.7064237245335885,0.48503639757512745,0.9280444462694998,0.6396049761795765,3.9124056554125093,16,true,true,2.3231864894117637E9
Landsat5_TM,1989.0,8.0,Aug,1989-08,0.7564742062595932,0.5142229992275416,0.9558577048607851,0.5993040255894999,4.462105018577891,17,true,true,2.3231864894117637E9
Landsat5_TM,1989.0,9.0,Sep,1989-09,0.7412117383909712,0.4992596260258413,0.9470028449108708,0.5836188780791142,4.517027658539177,19,true,true,2.3231864894117637E9
Landsat5_TM,1990.0,5.0,May,1990-05,0.6154766096673908,0.43303772569769217,0.8660382002436433,0.5020445044403586,3.73013622713667,20,true,true,2.3231864894117637E9
Landsat5_TM,1990.0,6.0,Jun,1990-06,0.6094579882150571,0.4388420255901444,0.8656579821136802,0.5345710263135378,3.9384413360406514,22,true,true,2.3231864894117637E9
Landsat5_TM,1990.0,7.0,Jul,1990-07,0.6706858669713401,0.47552385534310565,0.9105531441167957,0.5503490792923654,4.309787723192771,23,true,true,2.3231864894117637E9
Landsat5_TM,1990.0,8.0,Aug,1990-08,0.7597481563869155,0.5164212066841829,0.956538548562934,0.632966170850582,4.3926684775993685,28,true,true,2.3231864894117637E9
Landsat5_TM,1990.0,9.0,Sep,1990-09,0.6981276266040585,0.4755055839709976,0.9234596080231116,0.5931972851726849,3.8168746437637635,24,true,true,2.3231864894117637E9
Landsat5_TM,1991.0,5.0,May,1991-05,0.5928684473194953,0.42030283223420184,0.8513477326487388,0.4781119601497297,3.5801589293674514,20,true,true,2.3231864894117637E9
Landsat5_TM,1991.0,6.0,Jun,1991-06,0.4992556842204003,0.35876252405094705,0.7023470619022145,0.573209179028595,3.422467764652129,26,true,true,2.3231864894117637E9
Landsat5_TM,1991.0,7.0,Jul,1991-07,0.6934787634518355,0.47536247869309384,0.9225399145803865,0.6642726718236721,3.6290673765608044,23,true,true,2.3231864894117637E9
Landsat5_TM,1991.0,8.0,Aug,1991-08,0.7093724316185128,0.4773979897749767,0.9332892354063665,0.6446216070957421,3.86755558173156,23,true,true,2.3231864894117637E9
Landsat5_TM,1991.0,9.0,Sep,1991-09,0.6664303751408266,0.45429869023109004,0.90740263851995,0.4987446803789949,4.082153463472885,25,true,true,2.3231864894117637E9
Landsat5_TM,1992.0,5.0,May,1992-05,0.555704203094256,0.39098720594657704,0.8002949375891631,0.45230668579742067,3.3291149280245276,22,true,true,2.3231864894117637E9
Landsat5_TM,1992.0,6.0,Jun,1992-06,0.5524148992616037,0.39621655560803304,0.8071321862341337,0.4484688325276554,3.2732249755499616,22,true,true,2.3231864894117637E9
Landsat5_TM,1992.0,7.0,Jul,1992-07,0.24986721168787002,0.20793512710539772,0.37696172083972695,0.24346918626186856,2.1331901312767823,15,true,true,2.3231864894117637E9
Landsat5_TM,1992.0,8.0,Aug,1992-08,0.6740832748040247,0.4628959069119571,0.8641802560356893,0.7621638717825808,3.9750004173248508,17,true,true,2.3231864894117637E9
Landsat5_TM,1992.0,9.0,Sep,1992-09,0.7129111152220047,0.47737195668384136,0.9337290494590633,0.5384821830733887,4.296179924764601,18,true,true,2.3231864894117637E9
Landsat5_TM,1993.0,5.0,May,1993-05,0.6369503326529075,0.45229493045805935,0.8826622211417859,0.48871855416693244,3.9363172872718644,25,true,true,2.3231864894117637E9
Landsat5_TM,1993.0,6.0,Jun,1993-06,0.6507558637961366,0.47363536372946924,0.8960020996094894,0.5177440633428774,4.711907449070171,24,true,true,2.3231864894117637E9
Landsat5_TM,1993.0,7.0,Jul,1993-07,0.6585633642395341,0.46563426982107453,0.9051080798602865,0.516918899509554,4.204151901358933,24,true,true,2.3231864894117637E9
Landsat5_TM,1993.0,8.0,Aug,1993-08,0.6754481661148689,0.4617737512937078,0.9134111092672934,0.6315009000602229,3.673876224523493,24,true,true,2.3231864894117637E9
Landsat5_TM,1993.0,9.0,Sep,1993-09,0.6585304531157619,0.44196177225583094,0.9057682411293946,0.45476578577486837,4.2193179790871485,22,true,true,2.3231864894117637E9
Landsat5_TM,1994.0,5.0,May,1994-05,0.6034420396642106,0.4263726623315301,0.8579364555888127,0.4413785945247552,3.7879504205118,17,true,true,2.3231864894117637E9
Landsat5_TM,1994.0,6.0,Jun,1994-06,0.5890483740880375,0.423679762944234,0.8510852948325734,0.46747458896408445,3.7612563858087693,21,true,true,2.3231864894117637E9
Landsat5_TM,1994.0,7.0,Jul,1994-07,0.6630769176806903,0.4651315638425013,0.9044565735174062,0.5310258876555289,4.152445986167816,24,true,true,2.3231864894117637E9
Landsat5_TM,1994.0,8.0,Aug,1994-08,0.7848665066737645,0.5342446910651535,0.9661543297623967,0.631133520033062,5.128737986446805,21,true,true,2.3231864894117637E9
Landsat5_TM,1994.0,9.0,Sep,1994-09,0.7059170439896623,0.4837079759142712,0.9321041043358551,0.5529675707624754,4.364101994779518,24,true,true,2.3231864894117637E9
Landsat5_TM,1995.0,5.0,May,1995-05,0.6398696547423316,0.44853912405260654,0.8873147381462022,0.47803626046433817,4.016860666571875,28,true,true,2.3231864894117637E9
Landsat5_TM,1995.0,6.0,Jun,1995-06,0.671468976287475,0.46404635441368214,0.9093487179883106,0.5157160063845361,4.109581582399975,23,true,true,2.3231864894117637E9
Landsat5_TM,1995.0,7.0,Jul,1995-07,0.7274029835438193,0.49957298064504574,0.935804538352788,0.6033088968644932,4.543770615909584,21,true,true,2.3231864894117637E9
Landsat5_TM,1995.0,8.0,Aug,1995-08,0.7323583815535254,0.5007686326874007,0.9413569799213246,0.6212653023148388,4.215475932504788,23,true,true,2.3231864894117637E9
Landsat5_TM,1995.0,9.0,Sep,1995-09,0.7094297215814367,0.4775783216146797,0.9310719310933594,0.4857811576149492,4.8605814928048945,22,true,true,2.3231864894117637E9
Landsat5_TM,1996.0,5.0,May,1996-05,0.6398540857177539,0.4473138422008547,0.8859944800081873,0.4764889179486328,4.0008030254997085,25,true,true,2.3231864894117637E9
Landsat5_TM,1996.0,6.0,Jun,1996-06,0.6682851318388173,0.46712941073216135,0.9062069800547206,0.538276501354094,4.087873070782778,29,true,true,2.3231864894117637E9
Landsat5_TM,1996.0,7.0,Jul,1996-07,0.7292816302981635,0.5103098099404682,0.9382390628171926,0.5638477986646943,4.980026725566924,25,true,true,2.3231864894117637E9
Landsat5_TM,1996.0,8.0,Aug,1996-08,0.7421274443031367,0.5059382550321689,0.9414060434121825,0.6585691416836795,4.43895635953259,26,true,true,2.3231864894117637E9
Landsat5_TM,1996.0,9.0,Sep,1996-09,0.7185988989928633,0.4798591279810162,0.9339105989987072,0.5315639472127722,4.638929431103894,26,true,true,2.3231864894117637E9
Landsat5_TM,1997.0,5.0,May,1997-05,0.5890866357071035,0.4209225242591459,0.845613937389004,0.42408536713080536,3.7912913675444533,19,true,true,2.3231864894117637E9
Landsat5_TM,1997.0,6.0,Jun,1997-06,0.6212159022655346,0.4467803774956509,0.8741830911910287,0.47176993854643,4.174885922325013,25,true,true,2.3231864894117637E9
Landsat5_TM,1997.0,7.0,Jul,1997-07,0.6681503220034122,0.47438685190671254,0.9068549630584558,0.5217081897861546,4.405843916804834,25,true,true,2.3231864894117637E9
Landsat5_TM,1997.0,8.0,Aug,1997-08,0.7106372328309931,0.4864289160096327,0.9312479440516986,0.5407196597279159,4.471569788212638,17,true,true,2.3231864894117637E9
Landsat5_TM,1997.0,9.0,Sep,1997-09,0.6858387566559575,0.4574988243890555,0.9139930160795556,0.4370112267471902,4.281192848006168,19,true,true,2.3231864894117637E9
Landsat5_TM,1998.0,5.0,May,1998-05,0.6503841788446737,0.44734172985221965,0.8923278917859636,0.47820448264259974,3.9504712742116586,23,true,true,2.3231864894117637E9
Landsat5_TM,1998.0,6.0,Jun,1998-06,0.6084089487015788,0.43292917365388633,0.8597560732294772,0.5604070138666031,4.01968983341189,23,true,true,2.3231864894117637E9
Landsat5_TM,1998.0,7.0,Jul,1998-07,0.6735164338413502,0.4738279200464635,0.9088512768115273,0.5497025263894746,4.323437230592142,30,true,true,2.3231864894117637E9
Landsat5_TM,1998.0,8.0,Aug,1998-08,0.6807356833303407,0.47143144041625623,0.9148715812412969,0.5194266432580472,4.436633168169438,16,true,true,2.3231864894117637E9
Landsat5_TM,1998.0,9.0,Sep,1998-09,0.5943283445365098,0.41033008756611034,0.8495461330929608,0.41717952115541773,3.8391229569604466,23,true,true,2.3231864894117637E9
Landsat5_TM,1999.0,5.0,May,1999-05,0.5716569196477082,0.40945488663296725,0.83255766273308,0.4372704496693844,3.5908234359864237,31,true,true,2.3231864894117637E9
Landsat5_TM,1999.0,6.0,Jun,1999-06,0.5495086061692872,0.41486033296163877,0.8177242419417016,0.4086717021803507,3.9794613425332868,21,true,true,2.3231864894117637E9
Landsat5_TM,1999.0,7.0,Jul,1999-07,0.6553002301872028,0.46277063776741695,0.8967246769380192,0.5053788022605106,4.279993259740722,23,true,true,2.3231864894117637E9
