satellite,year,month,month_name,date,peak_NDVI,peak_GOSAVI,peak_GDVI,peak_EVI,peak_CVI,image_count,data_available,has_blue_band,total_corn_area_m2
Landsat7_ETM,2001.0,7.0,Jul,2001-07,0.7176013613347827,0.5071701031361329,0.931803207703338,0.5438252943035647,5.0857137429473855,27,true,true,2.3231864894117637E9
Landsat7_ETM,2001.0,8.0,Aug,2001-08,0.7833680629884205,0.5304054911869878,0.9564507271779642,0.7475692085060146,4.863970206914405,24,true,true,2.3231864894117637E9
Landsat7_ETM,2001.0,9.0,Sep,2001-09,0.707817261393754,0.4834285110894367,0.9220750280661103,0.4963564166623069,5.027855542125157,25,true,true,2.3231864894117637E9
Landsat7_ETM,2002.0,5.0,May,2002-05,0.6545162370084371,0.4604466909874413,0.891504717559458,0.48017304782148756,4.306307466602394,30,true,true,2.3231864894117637E9
Landsat7_ETM,2002.0,6.0,Jun,2002-06,0.6361343847986145,0.4654884250830007,0.8792724743120087,0.47371026867959637,4.619046795940367,26,true,true,2.3231864894117637E9
Landsat7_ETM,2002.0,7.0,Jul,2002-07,0.7134903204026297,0.49664100523353477,0.9300034189580201,0.5423150154677485,4.738895614741668,25,true,true,2.3231864894117637E9
Landsat7_ETM,2002.0,8.0,Aug,2002-08,0.7443486759706809,0.5249130155479454,0.9463845113667717,0.5605548379932701,6.21284544506278,24,true,true,2.3231864894117637E9
Landsat7_ETM,2002.0,9.0,Sep,2002-09,0.7071222273812099,0.4720647839397043,0.9231606463692812,0.46746547903739954,4.89954352839215,28,true,true,2.3231864894117637E9
Landsat7_ETM,2003.0,5.0,May,2003-05,0.6246756730277532,0.4366775652838553,0.8750132560267567,0.46004225445818764,3.831619669482214,21,true,true,2.3231864894117637E9
Landsat7_ETM,2003.0,7.0,Jul,2003-07,0.6931670207132022,0.47920160357877617,0.9153680482449514,0.5403520480446229,4.229842816878114,11,true,true,2.3231864894117637E9
Landsat7_ETM,2003.0,8.0,Aug,2003-08,0.7954300113183116,0.531466066266122,0.962840230510144,0.6150989293244008,4.8995256087294665,27,true,true,2.3231864894117637E9
Landsat7_ETM,2003.0,9.0,Sep,2003-09,0.7132614266739026,0.47708086195068933,0.9241540046179646,0.4775346020333941,4.934836519829753,12,true,true,2.3231864894117637E9
Landsat7_ETM,2004.0,5.0,May,2004-05,0.6716919849523192,0.47332063075442293,0.8983196549059427,0.49108568580929884,4.529922326275038,25,true,true,2.3231864894117637E9
Landsat7_ETM,2004.0,6.0,Jun,2004-06,0.6914135553978462,0.4877523165744744,0.8971177244111432,0.6191123765292478,4.325957170345698,22,true,true,2.3231864894117637E9
Landsat7_ETM,2004.0,7.0,Jul,2004-07,0.7637674970534056,0.5253761399337722,0.9494477852529286,0.8510889145867142,4.972705657512881,22,true,true,2.3231864894117637E9
Landsat7_ETM,2004.0,8.0,Aug,2004-08,0.7832309446214704,0.5315616151072418,0.9559129397461946,0.6367405214213077,4.934078522567173,29,true,true,2.3231864894117637E9
Landsat7_ETM,2004.0,9.0,Sep,2004-09,0.6565212866795657,0.4499472891790943,0.8873752344086429,0.6321390446071942,4.294071786605576,19,true,true,2.3231864894117637E9
Landsat7_ETM,2005.0,5.0,May,2005-05,0.5983821378064914,0.431322722919699,0.8454050744690322,0.43870720687328946,4.0016889139466665,24,true,true,2.3231864894117637E9
Landsat7_ETM,2005.0,6.0,Jun,2005-06,0.63279737900575,0.4535593916858555,0.8683884400509607,0.5017811145566958,4.325873287787224,24,true,true,2.3231864894117637E9
Landsat7_ETM,2005.0,7.0,Jul,2005-07,0.6731915606067838,0.4658764308725993,0.8637336928204885,0.698025151657077,4.317371179187609,30,true,true,2.3231864894117637E9
Landsat7_ETM,2005.0,8.0,Aug,2005-08,0.8083773483026784,0.5455694537102643,0.9691139318802457,0.6668980580452126,5.181884681726636,27,true,true,2.3231864894117637E9
Landsat7_ETM,2005.0,9.0,Sep,2005-09,0.6473410228513385,0.44292006960008745,0.88440914492289,0.41870280434111234,4.804884440906781,28,true,true,2.3231864894117637E9
Landsat7_ETM,2006.0,5.0,May,2006-05,0.6441646641131411,0.4535175537409087,0.8805733816548481,0.45210882459455354,4.4107779824763185,28,true,true,2.3231864894117637E9
Landsat7_ETM,2006.0,6.0,Jun,2006-06,0.6720996721075096,0.47359374956951206,0.899604578553253,0.5329179492177682,4.715614634721524,25,true,true,2.3231864894117637E9
Landsat7_ETM,2006.0,7.0,Jul,2006-07,0.783307975341475,0.5313087264162399,0.9595316242969221,0.6055091997767277,4.907863030592047,24,true,true,2.3231864894117637E9
Landsat7_ETM,2006.0,8.0,Aug,2006-08,0.7657207935487661,0.5238607159491635,0.9519750079408686,0.5868650423472394,5.1894852418504005,27,true,true,2.3231864894117637E9
Landsat7_ETM,2006.0,9.0,Sep,2006-09,0.7193324282097577,0.4779036428800771,0.9251567203512271,0.5196852927565089,4.620150822507877,23,true,true,2.3231864894117637E9
Landsat7_ETM,2007.0,5.0,May,2007-05,0.6459887187828331,0.4585222085895739,0.886173843978819,0.468514722449432,4.343655873227279,28,true,true,2.3231864894117637E9
Landsat7_ETM,2007.0,6.0,Jun,2007-06,0.6317044900773293,0.45314914964139136,0.8777109299975507,0.4923164276597859,4.3553481314644715,26,true,true,2.3231864894117637E9
Landsat7_ETM,2007.0,7.0,Jul,2007-07,0.7009932514515367,0.49471638028522835,0.9217008843033304,0.5277406676451818,4.981315152437793,27,true,true,2.3231864894117637E9
Landsat7_ETM,2007.0,8.0,Aug,2007-08,0.735371152081874,0.5005074065958458,0.9394311689386179,0.5498324175893102,4.8652231492405305,30,true,true,2.3231864894117637E9
Landsat7_ETM,2007.0,9.0,Sep,2007-09,0.6824147179606601,0.4645014955650324,0.9099211732296114,0.46586513521681555,4.81472066052051,24,true,true,2.3231864894117637E9
Landsat7_ETM,2008.0,5.0,May,2008-05,0.6554830297632969,0.4579392531116307,0.8882148856009086,0.4658830733445232,4.303929261426122,25,true,true,2.3231864894117637E9
Landsat7_ETM,2008.0,6.0,Jun,2008-06,0.6649567458671474,0.4723785200432564,0.899771319408452,0.48097335102848976,4.690786277459574,25,true,true,2.3231864894117637E9
Landsat7_ETM,2008.0,7.0,Jul,2008-07,0.7273915436620673,0.5048632476101754,0.9335415457969991,0.5822410198950674,4.92431363220728,28,true,true,2.3231864894117637E9
Landsat7_ETM,2008.0,8.0,Aug,2008-08,0.7390881374126644,0.5072019433837498,0.9393474780211244,0.5888665143420742,5.18514312677896,28,true,true,2.3231864894117637E9
Landsat7_ETM,2008.0,9.0,Sep,2008-09,0.7353705857309759,0.4880834079976925,0.9373671041395176,0.5006893828129451,4.959017414632992,25,true,true,2.3231864894117637E9
Landsat7_ETM,2009.0,5.0,May,2009-05,0.6434870497216402,0.45445197992953,0.8797059124774725,0.4562238786043178,4.32008246171179,18,true,true,2.3231864894117637E9
Landsat7_ETM,2009.0,6.0,Jun,2009-06,0.684339100945517,0.48826317844749595,0.9063820201595005,0.526415952043148,4.723605618432947,24,true,true,2.3231864894117637E9
Landsat7_ETM,2009.0,7.0,Jul,2009-07,0.733885075561487,0.5107753430201888,0.93810803786009,0.5469587089254926,5.045963309971497,22,true,true,2.3231864894117637E9
Landsat7_ETM,2009.0,8.0,Aug,2009-08,0.7782753684915236,0.5245815054986978,0.9533142931398929,0.7878329582969832,5.028466823154233,25,true,true,2.3231864894117637E9
Landsat7_ETM,2009.0,9.0,Sep,2009-09,0.689154047648801,0.4580035795967981,0.897547053174336,0.5244521672623538,4.444741140964344,21,true,true,2.3231864894117637E9
Landsat7_ETM,2010.0,5.0,May,2010-05,0.6270297670775922,0.4536558917581836,0.871516777312404,0.467177960892723,4.446392691429763,24,true,true,2.3231864894117637E9
Landsat7_ETM,2010.0,6.0,Jun,2010-06,0.696427378085248,0.49053042016409215,0.916636420626053,0.5001116010480161,5.057953684688504,25,true,true,2.3231864894117637E9
Landsat7_ETM,2010.0,7.0,Jul,2010-07,0.6568659048653758,0.4701906760618575,0.8935795768357767,0.47674756256733153,4.907420328003831,27,true,true,2.3231864894117637E9
Landsat7_ETM,2010.0,8.0,Aug,2010-08,0.7495153060981692,0.501888436313646,0.9468589181620736,0.5424020759702766,4.863530215513124,22,true,true,2.3231864894117637E9
Landsat7_ETM,2010.0,9.0,Sep,2010-09,0.6138472290806811,0.4332441420533398,0.8585074332597351,0.399062210733019,4.694647417592107,25,true,true,2.3231864894117637E9
Landsat7_ETM,2011.0,5.0,May,2011-05,0.6333211144044828,0.45238529864323695,0.8772324328532656,0.4812952932919102,4.152129734125003,27,true,true,2.3231864894117637E9
Landsat7_ETM,2011.0,6.0,Jun,2011-06,0.6402783300956333,0.46092516259413474,0.8816378136339463,0.48099140295063164,4.536691808853216,26,true,true,2.3231864894117637E9
Landsat7_ETM,2011.0,7.0,Jul,2011-07,0.7678689785163346,0.5268550122099801,0.952524644262796,0.5807964640041152,5.16980010990507,28,true,true,2.3231864894117637E9
Landsat7_ETM,2011.0,8.0,Aug,2011-08,0.755521187018373,0.5116927566690768,0.9461820893848041,0.545203021817755,5.26907819883369,28,true,true,2.3231864894117637E9
Landsat7_ETM,2011.0,9.0,Sep,2011-09,0.6987791668359485,0.4671498596875961,0.9128974049805073,0.5388962248134244,4.709478838784489,18,true,true,2.3231864894117637E9
Landsat7_ETM,2012.0,5.0,May,2012-05,0.6347727575512684,0.45005673643082617,0.8803205404014536,0.49320170335062974,4.200287312862416,28,true,true,2.3231864894117637E9
Landsat7_ETM,2012.0,6.0,Jun,2012-06,0.6854507435241575,0.48548718216376097,0.9139117408482702,0.5133626735155835,4.802905833070662,27,true,true,2.3231864894117637E9
Landsat7_ETM,2012.0,7.0,Jul,2012-07,0.7190380578532354,0.49789314850947963,0.929433153343754,0.5500352133760898,4.851290697980932,24,true,true,2.3231864894117637E9
Landsat7_ETM,2012.0,8.0,Aug,2012-08,0.7854119098692022,0.5301166292906507,0.9603440757546504,0.5777068109382477,5.327354447763713,25,true,true,2.3231864894117637E9
Landsat7_ETM,2012.0,9.0,Sep,2012-09,0.7115969432438055,0.4823317071973487,0.9218568065936875,0.49625499459355216,5.030073660707475,25,true,true,2.3231864894117637E9
Landsat7_ETM,2013.0,5.0,May,2013-05,0.6431945659438203,0.46009518639544195,0.8812551118977558,0.464457159665529,4.440169391856575,24,true,true,2.3231864894117637E9
Landsat7_ETM,2013.0,6.0,Jun,2013-06,0.6840240940532127,0.4827171715788023,0.9083186776653444,0.49911977521970485,4.762017110882904,24,true,true,2.3231864894117637E9
Landsat7_ETM,2013.0,7.0,Jul,2013-07,0.7671608684353556,0.5286419849053792,0.9464581021027949,0.6625823555166991,5.0715201764256275,20,true,true,2.3231864894117637E9
Landsat7_ETM,2013.0,8.0,Aug,2013-08,0.7783340802369164,0.5268828666779009,0.9514661774488031,0.5970555399261016,5.100163232154704,23,true,true,2.3231864894117637E9
Landsat7_ETM,2013.0,9.0,Sep,2013-09,0.7374426325878922,0.4993041416525902,0.9367163363797303,0.522152196753315,5.2498523594535245,26,true,true,2.3231864894117637E9
Landsat7_ETM,2014.0,5.0,May,2014-05,0.6083752738721385,0.44411364560723315,0.8606890303107703,0.46221966064105685,4.087095398961489,27,true,true,2.3231864894117637E9
Landsat7_ETM,2014.0,6.0,Jun,2014-06,0.6567704578239809,0.4720480459259081,0.8951415117629994,0.4958723423943516,4.609187534800593,27,true,true,2.3231864894117637E9
Landsat7_ETM,2014.0,7.0,Jul,2014-07,0.7244814148767755,0.5114473800457119,0.9275514640383334,0.5549201374002142,5.170244143584173,29,true,true,2.3231864894117637E9
Landsat7_ETM,2014.0,8.0,Aug,2014-08,0.7947672615888753,0.540690698883087,0.9643596419457984,0.6117750927690471,5.391617500699561,26,true,true,2.3231864894117637E9
Landsat7_ETM,2014.0,9.0,Sep,2014-09,0.6778879529444002,0.4671373811988885,0.8974998403808457,0.46564900646212265,4.855205192654778,20,true,true,2.3231864894117637E9
Landsat7_ETM,2015.0,5.0,May,2015-05,0.60386159318295,0.43568451404972075,0.8563201257808968,0.4563664884134043,4.035880825351983,24,true,true,2.3231864894117637E9
Landsat7_ETM,2015.0,6.0,Jun,2015-06,0.7217767020560454,0.5032195129518973,0.9282267159373713,0.5411736594084562,5.019612358784951,26,true,true,2.3231864894117637E9
Landsat7_ETM,2015.0,7.0,Jul,2015-07,0.7939961179724307,0.5468707075958796,0.9624541124256457,0.608412226113411,5.504349066895719,28,true,true,2.3231864894117637E9
Landsat7_ETM,2015.0,8.0,Aug,2015-08,0.7972755613915692,0.5399581379708834,0.9660908120400948,0.5829254071725624,5.582021916402428,23,true,true,2.3231864894117637E9
Landsat7_ETM,2015.0,9.0,Sep,2015-09,0.6887531485575862,0.47166096424382825,0.9107414519046109,0.4809942454991558,5.0066935096640846,25,true,true,2.3231864894117637E9
Landsat7_ETM,2016.0,5.0,May,2016-05,0.6063355224238738,0.42683427563162196,0.8534881005907184,0.4277072374191452,3.963003199265289,20,true,true,2.3231864894117637E9
Landsat7_ETM,2016.0,6.0,Jun,2016-06,0.6515378988157543,0.46920937838197874,0.889512065160493,0.49473052586767347,4.581535459175175,16,true,true,2.3231864894117637E9
Landsat7_ETM,2016.0,7.0,Jul,2016-07,0.7445670631432751,0.5161795975779605,0.9439730847155007,0.5658267790117739,5.0548063110413155,25,true,true,2.3231864894117637E9
Landsat7_ETM,2016.0,8.0,Aug,2016-08,0.7975339612733593,0.5436864587441739,0.9614316371065665,0.6208193740425793,5.530057302447821,28,true,true,2.3231864894117637E9
Landsat7_ETM,2016.0,9.0,Sep,2016-09,0.7217385485575609,0.49156261060733586,0.9266558059684155,0.5130182783754901,5.185682725231845,25,true,true,2.3231864894117637E9
Landsat7_ETM,2017.0,5.0,May,2017-05,0.628553391868769,0.4498511938909058,0.8733705256692462,0.4508200404004365,4.3528700162461265,26,true,true,2.3231864894117637E9
Landsat7_ETM,2017.0,6.0,Jun,2017-06,0.6942957933953382,0.4919292238598947,0.912800796838009,0.5099509999451931,4.941467382263176,28,true,true,2.3231864894117637E9
Landsat7_ETM,2017.0,7.0,Jul,2017-07,0.7293172648135272,0.5115979437290444,0.9397182070428998,0.5642555555119076,4.959132412036763,29,true,true,2.3231864894117637E9
Landsat7_ETM,2017.0,8.0,Aug,2017-08,0.7621701581023997,0.5230009316957861,0.9413362150530417,0.5193922516707198,5.721859327016849,27,true,true,2.3231864894117637E9
Landsat7_ETM,2017.0,9.0,Sep,2017-09,0.7032788786805714,0.47528013509213396,0.9120887207945415,0.472466629620698,5.0636136424689795,20,true,true,2.3231864894117637E9
Landsat7_ETM,2018.0,5.0,May,2018-05,0.6221171497755141,0.44837046924941937,0.8694346566267204,0.4591838017503199,4.192529324261941,25,true,true,2.3231864894117637E9
Landsat7_ETM,2018.0,6.0,Jun,2018-06,0.6875868623373261,0.48213824411956174,0.9113263968707402,0.5039774762576367,4.734979009340942,28,true,true,2.3231864894117637E9
Landsat7_ETM,2018.0,7.0,Jul,2018-07,0.7069447847274603,0.504923756250848,0.9215498876415131,0.5340913555885339,5.081468939761294,22,true,true,2.3231864894117637E9
Landsat7_ETM,2018.0,8.0,Aug,2018-08,0.8071687687758766,0.5457822555363434,0.9691898851497569,0.5484100192695653,5.364584762570415,28,true,true,2.3231864894117637E9
Landsat7_ETM,2018.0,9.0,Sep,2018-09,0.7584413940312865,0.5017882435311098,0.9376372923255474,0.5273082556501244,5.138137684276891,22,true,true,2.3231864894117637E9
Landsat7_ETM,2019.0,5.0,May,2019-05,0.6215426516130076,0.44834779749963866,0.868356804916362,0.46257075152720617,4.2629639391327885,23,true,true,2.3231864894117637E9
Landsat7_ETM,2019.0,6.0,Jun,2019-06,0.6990189841327331,0.4940993314037402,0.9195491554201725,0.5252587417715502,4.887482552243804,23,true,true,2.3231864894117637E9
Landsat7_ETM,2019.0,7.0,Jul,2019-07,0.7928735651134753,0.5414831704952533,0.9636751009257224,0.6016213680980561,5.465218456239593,30,true,true,2.3231864894117637E9
Landsat7_ETM,2019.0,8.0,Aug,2019-08,0.7714381482488463,0.5217287531636966,0.9551459572959256,0.5507863986818476,5.521696278812328,26,true,true,2.3231864894117637E9
Landsat7_ETM,2019.0,9.0,Sep,2019-09,0.6371844341061237,0.4398781520103077,0.8780373279093864,0.40888825707292115,4.8093039281590615,31,true,true,2.3231864894117637E9
Landsat7_ETM,2020.0,5.0,May,2020-05,0.62094403920174,0.4307730776830603,0.8649616090248269,0.42323091028866167,4.069456720796445,22,true,true,2.3231864894117637E9
Landsat7_ETM,2020.0,6.0,Jun,2020-06,0.6603676111201429,0.4644305494439036,0.8950226956236417,0.5137885788950699,4.602473881975,26,true,true,2.3231864894117637E9
Landsat7_ETM,2020.0,7.0,Jul,2020-07,0.7416088876775084,0.5102099318515085,0.9414942659295443,0.5365767787282173,5.304213648248078,30,true,true,2.3231864894117637E9
Landsat7_ETM,2020.0,8.0,Aug,2020-08,0.7122368498650627,0.47809641015076415,0.9020686004359713,0.5293264503159538,4.360338064156872,23,true,true,2.3231864894117637E9
Landsat7_ETM,2020.0,9.0,Sep,2020-09,0.7437927378858246,0.49341229243030615,0.9360808759364462,0.5236573794053938,5.1139457140199776,27,true,true,2.3231864894117637E9
Landsat7_ETM,2021.0,5.0,May,2021-05,0.5987607788758226,0.4364637992643088,0.8485434062115522,0.4151723006577653,4.422052599735022,22,true,true,2.3231864894117637E9
Landsat7_ETM,2021.0,6.0,Jun,2021-06,0.6809412082720883,0.47130051866074174,0.908655715048885,0.4734213804654833,4.846557967680903,23,true,true,2.3231864894117637E9
Landsat7_ETM,2021.0,7.0,Jul,2021-07,0.7721419982666944,0.5283016682240844,0.9550321834965605,0.5870442384032212,5.163333564471,29,true,true,2.3231864894117637E9
Landsat7_ETM,2021.0,8.0,Aug,2021-08,0.8261063133657859,0.5472357459886659,0.9744421266432322,0.6192660041762998,5.300999660884195,25,true,true,2.3231864894117637E9
Landsat7_ETM,2021.0,9.0,Sep,2021-09,0.7659742393629198,0.5011759995715167,0.9494150037145673,0.4976296125783869,5.477495249505602,22,true,true,2.3231864894117637E9
Landsat7_ETM,2022.0,5.0,May,2022-05,0.6534507250650051,0.45069402008597426,0.8878617173074377,0.4372707162580603,4.525135450948181,20,true,true,2.3231864894117637E9
Landsat7_ETM,2022.0,6.0,Jun,2022-06,0.6823646493190423,0.4817240264440507,0.9087449476934231,0.4618925848287393,5.671299690296787,29,true,true,2.3231864894117637E9
Landsat7_ETM,2022.0,7.0,Jul,2022-07,0.7579160486892551,0.5200882052647824,0.9449247917958896,0.5566216756153095,5.579449639345698,23,true,true,2.3231864894117637E9
Landsat7_ETM,2022.0,8.0,Aug,2022-08,0.8250786050254845,0.5592940151665261,0.9734923665391133,0.632294449409838,5.9788129563984285,31,true,true,2.3231864894117637E9
Landsat7_ETM,2022.0,9.0,Sep,2022-09,0.7543283837814573,0.5044257050870604,0.9470199208868999,0.5313495901195799,5.325451288007294,28,true,true,2.3231864894117637E9
Landsat7_ETM,2023.0,5.0,May,2023-05,0.6279578745571697,0.44442833538860127,0.8712116721318308,0.43504021097166795,4.623048972858509,26,true,true,2.3231864894117637E9
Landsat7_ETM,2023.0,6.0,Jun,2023-06,0.6874968817678121,0.47225148058590016,0.906759919632228,0.48301239941480784,4.699771026071389,23,true,true,2.3231864894117637E9
Landsat7_ETM,2023.0,7.0,Jul,2023-07,0.786864603064926,0.535569883310644,0.9513185928165139,0.6024409429245754,30.028152220585046,29,true,true,2.3231864894117637E9
Landsat7_ETM,2023.0,8.0,Aug,2023-08,0.7905035687564053,0.5400982966086436,0.9606630364656337,0.5638113525813641,35.23001751472448,26,true,true,2.3231864894117637E9
Landsat7_ETM,2023.0,9.0,Sep,2023-09,0.7234617015696273,0.46917355531546795,0.9291794563620042,0.44111553424739264,5.5414452682137245,26,true,true,2.3231864894117637E9
Landsat8_OLI,2013.0,5.0,May,2013-05,0.6524647364760059,0.4636531852239709,0.8871390321297129,0.48974047627124867,4.137643048876482,15,true,true,2.3231864894117637E9
Landsat8_OLI,2013.0,6.0,Jun,2013-06,0.6870685860260726,0.48047575294814365,0.9135188349594454,0.5163965638832239,4.313456581487184,25,true,true,2.3231864894117637E9
Landsat8_OLI,2013.0,7.0,Jul,2013-07,0.7857176273007248,0.53378486635205,0.9609647182230746,0.6214461416997761,4.596128495752131,28,true,true,2.3231864894117637E9
Landsat8_OLI,2013.0,8.0,Aug,2013-08,0.7985741637003185,0.5353611977469879,0.9678246314419581,0.6091266863219434,4.728555980819067,26,true,true,2.3231864894117637E9
Landsat8_OLI,2013.0,9.0,Sep,2013-09,0.7561483085851584,0.5077845056411022,0.9488704096422618,0.5370172438830227,4.998680390862197,31,true,true,2.3231864894117637E9
Landsat8_OLI,2014.0,5.0,May,2014-05,0.6762593593937108,0.47375050719221895,0.905582597756037,0.5000153049539712,4.282655450330006,30,true,true,2.3231864894117637E9
Landsat8_OLI,2014.0,6.0,Jun,2014-06,0.6929993164990752,0.48651737556312874,0.9175677739288551,0.524291691315257,4.495221212564441,30,true,true,2.3231864894117637E9
Landsat8_OLI,2014.0,7.0,Jul,2014-07,0.7657246737797258,0.5232250562911831,0.9547947291939598,0.5867006372231707,4.819592008080539,28,true,true,2.3231864894117637E9
Landsat8_OLI,2014.0,8.0,Aug,2014-08,0.8095172662960646,0.5434683252553528,0.9711086473023077,0.6144341419649711,4.963088880972785,27,true,true,2.3231864894117637E9
Landsat8_OLI,2014.0,9.0,Sep,2014-09,0.7500686651451393,0.5006950234792095,0.9450545287532076,0.5235333949002716,5.004302571767855,19,true,true,2.3231864894117637E9
Landsat8_OLI,2015.0,5.0,May,2015-05,0.6764962469863542,0.4727564389499821,0.9074959860676378,0.49951756549293314,4.304281643875852,32,true,true,2.3231864894117637E9
Landsat8_OLI,2015.0,6.0,Jun,2015-06,0.7500731560208753,0.5135746717471285,0.9468878071947119,0.5644428661568864,4.743299924748864,29,true,true,2.3231864894117637E9
Landsat8_OLI,2015.0,7.0,Jul,2015-07,0.7999802558444354,0.5453517889098806,0.9682949102381196,0.634173430459578,4.834092745849153,29,true,true,2.3231864894117637E9
Landsat8_OLI,2015.0,8.0,Aug,2015-08,0.8101936231358863,0.5466149616057788,0.9709785590300926,0.6124846006591695,5.211783957057769,30,true,true,2.3231864894117637E9
Landsat8_OLI,2015.0,9.0,Sep,2015-09,0.6964699397295987,0.46582848302783997,0.9160251515756442,0.4558940018893074,4.86595971591523,25,true,true,2.3231864894117637E9
Landsat8_OLI,2016.0,5.0,May,2016-05,0.671092867602669,0.4509978879532873,0.904982212813774,0.46912314269657657,3.948222983220337,26,true,true,2.3231864894117637E9
Landsat8_OLI,2016.0,6.0,Jun,2016-06,0.6644618608204175,0.4696138343664686,0.8996449636096747,0.49117220375621046,4.281313544082571,26,true,true,2.3231864894117637E9
Landsat8_OLI,2016.0,7.0,Jul,2016-07,0.7695065860315876,0.5279379331099914,0.9561487592025932,0.5906839977348057,4.921300526816188,27,true,true,2.3231864894117637E9
Landsat8_OLI,2016.0,8.0,Aug,2016-08,0.8069307885778937,0.5488710483345471,0.9710943962143297,0.6353004984586254,5.005583707896325,30,true,true,2.3231864894117637E9
Landsat8_OLI,2016.0,9.0,Sep,2016-09,0.7185601294840346,0.49496040299631644,0.9302242767671746,0.5193277439797314,4.97097802644089,25,true,true,2.3231864894117637E9
Landsat8_OLI,2017.0,5.0,May,2017-05,0.6675285799756513,0.4652817752477149,0.8999074988726873,0.4770682736167314,4.340329863831098,26,true,true,2.3231864894117637E9
Landsat8_OLI,2017.0,6.0,Jun,2017-06,0.7153542804406008,0.5002788500587538,0.9286125496976498,0.5457767737790055,4.665286691977706,30,true,true,2.3231864894117637E9
Landsat8_OLI,2017.0,7.0,Jul,2017-07,0.7763237429161152,0.5297682937691105,0.9610405171637476,0.587517644141975,4.908927998660702,31,true,true,2.3231864894117637E9
Landsat8_OLI,2017.0,8.0,Aug,2017-08,0.8050422880205538,0.5414301976110232,0.9699990844958187,0.6064742732113207,5.172386079109174,28,true,true,2.3231864894117637E9
Landsat8_OLI,2017.0,9.0,Sep,2017-09,0.7435548641389629,0.49819978105848695,0.9389186707392541,0.5093904200740977,5.20856859975424,29,true,true,2.3231864894117637E9
Landsat8_OLI,2018.0,5.0,May,2018-05,0.6444006499012105,0.4493814672884965,0.8894654380532163,0.4635454373295179,3.927222423915667,28,true,true,2.3231864894117637E9
Landsat8_OLI,2018.0,6.0,Jun,2018-06,0.7105747357272191,0.49049721338149765,0.9273514722654331,0.5300910388149515,4.456469078724323,28,true,true,2.3231864894117637E9
Landsat8_OLI,2018.0,7.0,Jul,2018-07,0.7332294967975592,0.5094735097433291,0.9366223456752423,0.548708064996365,4.8644045157385305,23,true,true,2.3231864894117637E9
Landsat8_OLI,2018.0,8.0,Aug,2018-08,0.8062755102871114,0.5423755603012519,0.9708728555557132,0.6210678606982796,4.748620052904575,29,true,true,2.3231864894117637E9
Landsat8_OLI,2018.0,9.0,Sep,2018-09,0.7688600312068308,0.5027811666894906,0.9516851395256073,0.5362421911611513,4.549063838229332,22,true,true,2.3231864894117637E9
Landsat8_OLI,2019.0,5.0,May,2019-05,0.6669772460988959,0.4689975052907888,0.9007883273024844,0.49066207529409916,4.353571168685803,32,true,true,2.3231864894117637E9
Landsat8_OLI,2019.0,6.0,Jun,2019-06,0.6926219446674334,0.48544182130327634,0.9193131094890853,0.5313270639493393,4.338192129857375,24,true,true,2.3231864894117637E9
Landsat8_OLI,2019.0,7.0,Jul,2019-07,0.7941847669973843,0.5397239761765426,0.965665879113238,0.6140927786504596,4.969106207296303,28,true,true,2.3231864894117637E9
Landsat8_OLI,2019.0,8.0,Aug,2019-08,0.7838573398690849,0.5274859599811406,0.9622139311720178,0.5804967482918594,5.021913111414305,32,true,true,2.3231864894117637E9
Landsat8_OLI,2019.0,9.0,Sep,2019-09,0.6714241323438233,0.4578037323204672,0.9032397629190327,0.44323013157195346,4.747206000335464,26,true,true,2.3231864894117637E9
Landsat8_OLI,2020.0,5.0,May,2020-05,0.6444354668895187,0.4445088239623462,0.8836854428646735,0.4467244220732569,4.033356222968585,25,true,true,2.3231864894117637E9
Landsat8_OLI,2020.0,6.0,Jun,2020-06,0.6678645198926925,0.46660649202663274,0.9023456432748879,0.487397787347581,4.256821019923127,28,true,true,2.3231864894117637E9
Landsat8_OLI,2020.0,7.0,Jul,2020-07,0.7529854327657298,0.518193870492181,0.9480470018534572,0.5696364441678556,4.980949850589524,32,true,true,2.3231864894117637E9
Landsat8_OLI,2020.0,8.0,Aug,2020-08,0.8123853171113382,0.5447054531009111,0.9701547874230886,0.6161834814227981,5.098876160343014,30,true,true,2.3231864894117637E9
Landsat8_OLI,2020.0,9.0,Sep,2020-09,0.7251682983531045,0.471677043783552,0.9284843613628212,0.5267615511516478,4.05953000687288,22,true,true,2.3231864894117637E9
Landsat8_OLI,2021.0,5.0,May,2021-05,0.6118305692681962,0.446754672818608,0.8598986958554002,0.4484080446252601,4.2156449075220985,30,true,true,2.3231864894117637E9
Landsat8_OLI,2021.0,6.0,Jun,2021-06,0.727387784829521,0.5028260908612615,0.9354042873468876,0.5403235338724186,4.850662752730331,30,true,true,2.3231864894117637E9
Landsat8_OLI,2021.0,7.0,Jul,2021-07,0.7904942693403548,0.536843164061755,0.9643599386297003,0.6047766718218999,4.9983147517718285,29,true,true,2.3231864894117637E9
Landsat8_OLI,2021.0,8.0,Aug,2021-08,0.8018889309217108,0.5349813091152715,0.969277351109648,0.5988182826064895,2.0274817884143492,26,true,true,2.3231864894117637E9
Landsat8_OLI,2021.0,9.0,Sep,2021-09,0.7624222517543705,0.5030804702285346,0.9499946290143159,0.5181014651457483,5.098992469291718,24,true,true,2.3231864894117637E9
